run_id,benchmark,arch,condition,lambda_val,epsilon_noise,epsilon_crit,seed_idx,global_seed,final_id_acc,final_ood_acc,escaped,status
pairing_noise_eps_0.50_s20,hbar,transformer_2l,pairing_noise_sweep,0.05,0.5,0.5,20,847,94.39,95.06,True,PASS
pairing_noise_eps_0.50_s21,hbar,transformer_2l,pairing_noise_sweep,0.05,0.5,0.5,21,889,93.56,86.33,True,PASS
pairing_noise_eps_0.50_s22,hbar,transformer_2l,pairing_noise_sweep,0.05,0.5,0.5,22,931,93.01,88.59,True,PASS
pairing_noise_eps_0.50_s23,hbar,transformer_2l,pairing_noise_sweep,0.05,0.5,0.5,23,973,94.57,89.92,True,PASS
pairing_noise_eps_0.50_s24,hbar,transformer_2l,pairing_noise_sweep,0.05,0.5,0.5,24,1015,94.12,90.45,True,PASS
pairing_noise_eps_0.50_s25,hbar,transformer_2l,pairing_noise_sweep,0.05,0.5,0.5,25,1057,94.67,82.05,True,PASS
pairing_noise_eps_0.50_s26,hbar,transformer_2l,pairing_noise_sweep,0.05,0.5,0.5,26,1099,94.81,93.03,True,PASS
pairing_noise_eps_0.50_s27,hbar,transformer_2l,pairing_noise_sweep,0.05,0.5,0.5,27,1141,94.21,94.56,True,PASS
pairing_noise_eps_0.50_s28,hbar,transformer_2l,pairing_noise_sweep,0.05,0.5,0.5,28,1183,93.93,91.66,True,PASS
pairing_noise_eps_0.50_s29,hbar,transformer_2l,pairing_noise_sweep,0.05,0.5,0.5,29,1225,92.45,84.98,True,PASS
pairing_noise_eps_0.60_s0,hbar,transformer_2l,pairing_noise_sweep,0.05,0.6,0.5,0,7,95.1,58.47,False,PASS
pairing_noise_eps_0.60_s1,hbar,transformer_2l,pairing_noise_sweep,0.05,0.6,0.5,1,49,95.27,63.19,False,PASS
pairing_noise_eps_0.60_s2,hbar,transformer_2l,pairing_noise_sweep,0.05,0.6,0.5,2,91,94.07,55.3,False,PASS
pairing_noise_eps_0.60_s3,hbar,transformer_2l,pairing_noise_sweep,0.05,0.6,0.5,3,133,93.75,48.36,False,PASS
pairing_noise_eps_0.60_s4,hbar,transformer_2l,pairing_noise_sweep,0.05,0.6,0.5,4,175,93.58,45.74,False,PASS
pairing_noise_eps_0.60_s5,hbar,transformer_2l,pairing_noise_sweep,0.05,0.6,0.5,5,217,94.57,53.45,False,PASS
pairing_noise_eps_0.60_s6,hbar,transformer_2l,pairing_noise_sweep,0.05,0.6,0.5,6,259,94.95,51.27,False,PASS
pairing_noise_eps_0.60_s7,hbar,transformer_2l,pairing_noise_sweep,0.05,0.6,0.5,7,301,94.07,66.44,False,PASS
pairing_noise_eps_0.60_s8,hbar,transformer_2l,pairing_noise_sweep,0.05,0.6,0.5,8,343,95.18,64.17,False,PASS
pairing_noise_eps_0.60_s9,hbar,transformer_2l,pairing_noise_sweep,0.05,0.6,0.5,9,385,95.92,52.41,False,PASS
pairing_noise_eps_0.60_s10,hbar,transformer_2l,pairing_noise_sweep,0.05,0.6,0.5,10,427,94.14,74.6,False,PASS
pairing_noise_eps_0.60_s11,hbar,transformer_2l,pairing_noise_sweep,0.05,0.6,0.5,11,469,94.16,66.82,False,PASS
pairing_noise_eps_0.60_s12,hbar,transformer_2l,pairing_noise_sweep,0.05,0.6,0.5,12,511,93.71,65.27,False,PASS
pairing_noise_eps_0.60_s13,hbar,transformer_2l,pairing_noise_sweep,0.05,0.6,0.5,13,553,93.99,44.68,False,PASS
pairing_noise_eps_0.60_s14,hbar,transformer_2l,pairing_noise_sweep,0.05,0.6,0.5,14,595,93.53,59.26,False,PASS
pairing_noise_eps_0.60_s15,hbar,transformer_2l,pairing_noise_sweep,0.05,0.6,0.5,15,637,94.42,68.47,False,PASS
pairing_noise_eps_0.60_s16,hbar,transformer_2l,pairing_noise_sweep,0.05,0.6,0.5,16,679,93.27,73.85,False,PASS
pairing_noise_eps_0.60_s17,hbar,transformer_2l,pairing_noise_sweep,0.05,0.6,0.5,17,721,92.94,46.19,False,PASS
pairing_noise_eps_0.60_s18,hbar,transformer_2l,pairing_noise_sweep,0.05,0.6,0.5,18,763,94.47,56.03,False,PASS
pairing_noise_eps_0.60_s19,hbar,transformer_2l,pairing_noise_sweep,0.05,0.6,0.5,19,805,94.71,52.12,False,PASS
pairing_noise_eps_0.60_s20,hbar,transformer_2l,pairing_noise_sweep,0.05,0.6,0.5,20,847,93.17,64.12,False,PASS
pairing_noise_eps_0.60_s21,hbar,transformer_2l,pairing_noise_sweep,0.05,0.6,0.5,21,889,94.12,56.89,False,PASS
pairing_noise_eps_0.60_s22,hbar,transformer_2l,pairing_noise_sweep,0.05,0.6,0.5,22,931,94.18,62.93,False,PASS
pairing_noise_eps_0.60_s23,hbar,transformer_2l,pairing_noise_sweep,0.05,0.6,0.5,23,973,94.82,68.7,False,PASS
pairing_noise_eps_0.60_s24,hbar,transformer_2l,pairing_noise_sweep,0.05,0.6,0.5,24,1015,93.44,44.83,False,PASS
pairing_noise_eps_0.60_s25,hbar,transformer_2l,pairing_noise_sweep,0.05,0.6,0.5,25,1057,96.09,62.47,False,PASS
pairing_noise_eps_0.60_s26,hbar,transformer_2l,pairing_noise_sweep,0.05,0.6,0.5,26,1099,93.74,62.86,False,PASS
pairing_noise_eps_0.60_s27,hbar,transformer_2l,pairing_noise_sweep,0.05,0.6,0.5,27,1141,95.62,61.85,False,PASS
pairing_noise_eps_0.60_s28,hbar,transformer_2l,pairing_noise_sweep,0.05,0.6,0.5,28,1183,93.24,52.69,False,PASS
pairing_noise_eps_0.60_s29,hbar,transformer_2l,pairing_noise_sweep,0.05,0.6,0.5,29,1225,94.23,58.67,False,PASS
