paper_id,title,authors,year,venue,doi,publication_type,subdomains,formal_framework,mathematical_formalism,key_contribution,methodology,discusses_internal_representations,discusses_schema_coherence,relevance_sigma_trap,relevance_justification,limitations_stated,open_questions,key_equations_definitions,datasets_used,sample_size,effect_sizes,citation_count,evidence_basis,notes
P1256,"Contractual AI: Toward More Aligned, Transparent, and Robust Dialogue Agents","Bates, CJ; Bose, R; Keeney, RG; Kazakova, VA",2023,"PROCEEDINGS OF THE 2023 AAAI FALL SYMPOSIA, VOL 2 NO 1",,position,value alignment; robustness; ethics,none,none,"Presents Contractual AI, a framework for AI alignment applied to dialogue agents, building on prior approaches such as Constitutional AI; proposes fully aligned systems may need both a 'think fast' (System 1, computationally cheap but rigid, judging whether a rule or principle is violated) and a 'think slow' (System 2, explicit reasoning producing rules and tallying costs/benefits for all stakeholders) system for approximating complex human judgements; implements a prototype of System 2 and lays out a roadmap for more thorough consideration of all stakeholder groups.",not_applicable,no,no,3,Framework extending Constitutional AI with dual-system judgment for dialogue agents; relevant to alignment methods. Confidence: low.,no,,,,,,,abstract,
P126,AI ageism and its consequence: Benevolent ageist attitudes expressed by LLMs could reinforce ageism in humans,"Chen, Z.; Liu, C.; Ren, Y.; Song, G.; Zhang, X.",2025,Computers in Human Behavior Reports,10.1016/j.chbr.2025.100827,empirical,value alignment; robustness; governance; ethics; capabilities,none,none,"Investigates ageist attitudes embedded in LLMs and their influence on human attitudes. Study 1 (ValueBench paradigm) compares ageism in seven LLMs with 150 human participants, finding LLMs generally less ageist overall but expressing significantly more benevolent ageism at human-comparable levels. Studies 2 (N=526) and 3 (N=320) show participants report stronger ageist attitudes after exposure to pro-ageism comments attributed to LLM or human agents.",experiment,no,no,2,Social-psychology study of LLM output bias (ageism) and attitude persuasion; uses the ValueBench value paradigm but concerns social attitudes rather than alignment failure. Revised down from seed 3.,partially,,,ValueBench paradigm,Study 1: N=150 humans vs 7 LLMs; Study 2: N=526; Study 3: N=320,,4,full-text,ft_file=AI ageism and its consequence: Benevolent ageist attitudes expressed by LLMs could reinforce ageism in humans.pdf | ai-revised:publication_type=other->empirical | ai-revised:methodology=not_applicable->experiment
P1262,Identical Human Preference Alignment Paradigm for Text -to -Image Models,"Sun, HY; Xia, B; Zhao, YF; Chang, YZ; Wang, XQ",2025,"2025 IEEE INTERNATIONAL CONFERENCE ON ACOUSTICS, SPEECH AND SIGNAL PROCESSING (ICASSP)",,empirical,value alignment; ethics; capabilities,information theory,probability; optimization,"Proposes SIPA (Step Identical Preference Alignment), departing text-to-image alignment from the Bradley-Terry preference model assumption that underlies Diffusion-DPO and can cause overfitting; evaluates Diffusion-DPO, SPO, and SIPA on HPS-V2 across text-image alignment, human value alignment, and generation diversity; SIPA matches or outperforms SOTA and even exceeds the original model in generation diversity.",experiment,no,no,3,"Relevant: preference-alignment method for text-to-image models addressing Bradley-Terry assumption limitations; relevant to preference-based alignment in generative models, not compositional generalization.",no,,Step identical preference alignment (SIPA); departure from Bradley-Terry assumption,"HPS-V2 test set (text-image alignment, human value alignment, generation diversity)",,SIPA matches or outperforms Diffusion-DPO and SPO; exceeds original model in generation diversity,,full-text,ft_file=Identical Human Preference Alignment Paradigm for Text-to-Image Models.pdf
P1268,Human-Compatible AI and AI-Powered Science: Insights from AAAI Spring Symposium and Beyond,"Kido, T",2025,"PROCEEDINGS OF THE 2025 AAAI SPRING SYMPOSIUM SERIES, VOL 5 NO 1",,other,value alignment; interpretability; ethics,none,none,"Summarizes themes from AAAI Spring Symposia on Well-being and AI: human-compatible AI (alignment with human values, explainability, cognitive-bias mitigation) and AI-powered science; extends to well-being AI that actively supports psychological, cognitive, and social well-being beyond fairness (abstract only).",not_applicable,no,no,3,"Tangentially relevant: symposium overview framing alignment alongside well-being; contextual, no mechanism (abstract only, low confidence).",no,,,,,,,abstract,
P127,ResVaRe: Parameter-efficient fine-tuning for large language models via cross-layer residual vector adaptation and representation editing,"Wang, Y.; Li, Y.; Wang, Y.",2026,Neural Networks,10.1016/j.neunet.2026.109273,empirical,value alignment; robustness; ethics; capabilities,none,optimization,"Introduces ResVaRe, a parameter-efficient fine-tuning framework that couples residual-enhanced vector adaptation (ResVeRA) in self-attention with residual-enhanced representation editing (ResRED) in feed-forward layers, coordinated via cross-layer residual aggregation. Motivated by the observation that attention and feed-forward sublayers support different forms of adaptation (contextual structure vs. finer-scale representation reshaping), and addressing instability when adaptation and alignment objectives are optimized together.",experiment,yes,no,3,"Parameter-efficient fine-tuning method involving representation editing; discusses internal representations and alignment-objective stability, but is primarily a PEFT capability method.",yes,,,,,,0,full-text,ft_file=ResVaRe: Parameter-efficient fine-tuning for large language models via cross-layer residual vector adaptation and representation editing.pdf | ai-revised:methodology=not_applicable->experiment
P128,Roadmap on Incentive Compatibility for AI Alignment and Governance in Sociotechnical Systems,"Zhang, Z.; Bai, F.; Wang, M.; Ye, H.; Ma, C.; Yang, Y.",2026,Lecture Notes in Computer Science,10.1007/978-3-032-00800-8_33,position,value alignment; robustness; governance; ethics; capabilities,game theory,probability; optimization,"Posits the Incentive Compatibility Sociotechnical Alignment Problem (ICSAP): argues existing AI alignment methodologies focus primarily on technical facets and neglect the sociotechnical nature of AI systems, leading to misalignment between development and deployment contexts; proposes leveraging Incentive Compatibility principles from game theory to bridge technical and societal components to maintain AI consensus with human societies, discussing three classical game-theoretic approaches - mechanism design, contract theory, and Bayesian persuasion - for achieving IC.",not_applicable,no,no,4,Roadmap/position paper on incentive compatibility for sociotechnical AI alignment; relevant to governance and game-theoretic alignment.,no,,"Incentive Compatibility (IC) applied to AI alignment; mechanism design, contract theory, Bayesian persuasion as IC mechanisms.",,,,2,full-text,ft_file=Roadmap on Incentive Compatibility for AI Alignment and Governance in Sociotechnical Systems.pdf | ai-revised:publication_type=other->position
P129,Theory of Mind as a Core Component of Artificial General Intelligence,"Schneider, H.",2026,Lecture Notes in Computer Science,10.1007/978-3-032-00800-8_16,empirical,capabilities,none,none,Argues the true value of Theory of Mind (ToM) in artificial systems is as a core mechanism to direct and control behavior in AGI rather than passing classic ToM tests; investigates minimal components for functional ToM within a cognitive architecture and evaluates them in simulated social environments; agents with minimal ToM features show significantly improved survival and social alignment.,experiment,no,no,4,"Relevant to alignment-adjacent capability: ToM as mechanism for social alignment in AGI architectures — relates to modeling others' mental states; simulation evidence, tangential to value alignment per se.",no,,,Simulated social environments,,Significantly improved survival and social alignment with minimal ToM features,0,abstract, | ai-revised:subdomains=value alignment->capabilities
P130,"Agents, Alignment, and the Many Faces of Autonomy","Fischli, R.; Franklin, M.; Manzini, A.; Gabriel, I.",2026,Minds and Machines,10.1007/s11023-026-09786-9,position,value alignment; robustness; governance; ethics; capabilities,none,none,"Investigates aligning AI agents with human autonomy: shows autonomy has conflicting specifications making it hard to decide how an autonomy-enhancing agent should act; introduces three strategies - the liberal approach (act strictly on what a person says they want, honoring user integrity), the capability-boosting approach (empower user flourishing), and the meta-autonomy approach (give users the autonomy they want in their interactions); each has distinct strengths and trade-offs.",not_applicable,no,no,4,"Relevant: conceptual analysis of autonomy alignment as a contested-specification problem; relevant to value-specification plurality in alignment, no mechanism.",yes,,,,,,0,full-text,"ft_file=Agents, Alignment, and the Many Faces of Autonomy.pdf | ai-revised:publication_type=other->position"
P131,Metacognition of ChatGPT in confidence judgements,"Yoshizawa, S.; Onzo, A.; Nozawa, S.; Takano, T.; Ishikawa, T.; Mogi, K.",2026,Frontiers in Artificial Intelligence,10.3389/frai.2026.1694192,empirical,value alignment; interpretability; robustness; ethics; capabilities,information theory,probability,"Systematically compares humans and GPT-4 on confidence judgments across task formats: GPT-4 consistently outperforms humans in accuracy, but shows non-human-like confidence behavior — human confidence tracks accuracy closely while GPT-4's confidence-accuracy mapping is shallow; humans exhibit higher and more stable metacognitive sensitivity and efficiency, raising alignment/reliability concerns about LLM self-assessment.",not_applicable,no,no,3,Relevant: empirical evidence that GPT-4's confidence is not metacognitively calibrated with performance — an alignment-relevant reliability gap in self-monitoring.,yes,,Metacognitive sensitivity and efficiency measures for confidence-accuracy mapping,Multiple task formats comparing human and GPT-4 confidence/accuracy,,GPT-4: higher accuracy but shallow confidence-accuracy mapping; humans: higher metacognitive sensitivity and efficiency,0,full-text,ft_file=Metacognition of ChatGPT in confidence judgements.pdf | ai-revised:publication_type=other->empirical
P132,Cloud Platforms in Transition: AI Agents as Intelligent Intermediaries Disrupting the Traditional Saas Subscription Model,"Khan, S.; Sharma, S.",2026,"Proceedings of 5th International Conference on Communication, Computing and Electronics Systems, ICCCES 2026",10.1109/ICCCES62661.2026.11437322,empirical,other,none,probability; logic; optimization,"Introduces an AI-Agent Orchestrated Cloud Interaction Model demonstrating how autonomous agents reshape operational and economic behavior in SaaS environments, addressing weak alignment between actual consumption and subscription pricing. Uses a publicly available SaaS Subscription Analytics Dataset with structured preprocessing and usage attribute extraction (e.g., workflow density) to derive operational indicators.",experiment,no,no,1,"Cloud/SaaS business analysis; 'alignment' refers to usage-pricing fit, not AI alignment. Off-topic for the review's alignment-failure scope. Revised down from seed 3.",no,,,SaaS Subscription Analytics Dataset,,,0,full-text,ft_file=Cloud Platforms in Transition: AI Agents as Intelligent Intermediaries Disrupting the Traditional Saas Subscription Model.pdf | ai-revised:subdomains=value alignment; interpretability; robustness; governance; ethics; capabilities->other
P133,Optimising multi-value alignment: a multi-objective evolutionary strategy for normative multi-agent systems,"Riad, M.; de Carvalho, V.R.; Golpayegani, F.",2025,Neural Computing and Applications,10.1007/s00521-024-10625-0,empirical,value alignment; governance; ethics,decision theory,logic; optimization,"Proposes the Norms Optimisation and Values Alignment (NOVA) framework for multi-value alignment in heterogeneous normative multi-agent systems (NorMAS): enables simultaneous compromise and optimisation of multiple, potentially conflicting or unrelated values and norms by treating norms and values as independent distinct sets, using parametric norms and multi-objective evolutionary algorithms to synthesise an optimally aligned set of norms.",experiment,no,no,3,Multi-objective evolutionary framework for multi-value alignment in normative multi-agent systems; relevant to value-alignment methods.,yes,,NOVA framework: parametric norms and multi-objective evolutionary algorithms for synthesising optimally aligned norm sets from independent norm/value sets.,,,,0,full-text,ft_file=Optimising multi-value alignment: a multi-objective evolutionary strategy for normative multi-agent systems.pdf
P134,On AI Alignment and the Later Wittgenstein: a Response To Sorin Bangu,"Pérez-Escobar, J.A.; Sarikaya, D.",2025,Philosophy and Technology,10.1007/s13347-025-00993-3,theoretical,value alignment; interpretability; robustness; governance; ethics,other,probability; logic,"Commentary response to Bangu on a Wittgensteinian framework for AI alignment: addresses the meta-alignment problem, rule-following paradox, fuzzy concepts, and unfamiliar contexts; discusses difficulties of AI in dealing with fuzzy concepts (e.g., 'children' in a rule about aiding children before the elderly) and whether a machine can be provided the relevant understanding.",not_applicable,no,no,3,Relevant to the conceptual foundations of alignment: engages the rule-following paradox and fuzzy-concept problem in aligning AI — philosophical framing relevant to why alignment targets are underdetermined.,yes,Whether machines can acquire the contextual understanding needed to apply fuzzy concepts in rules.,Meta-alignment problem; rule-following paradox; fuzzy concepts,,,,0,full-text,ft_file=On AI Alignment and the Later Wittgenstein: a Response To Sorin Bangu.pdf | ai-revised:publication_type=other->theoretical | moved:formal_framework(none->other)
P135,Transparent by Design: Ensuring Safety in Agentic AI Through Decision Traceability,"Radanliev, P.",2026,Ethical AI and Data Science: Building Trustworthy and Transparent Systems,10.1201/9781003657804-1,review,value alignment; interpretability; robustness; governance,none,none,"Chapter providing a critical examination of safety for agentic AI systems: presents a taxonomy of agentic risks (reward hacking, coordination drift, opaque reasoning pathways) and a transparency-by-design conceptual framework emphasizing traceable decision provenance, enhanced interpretability, and runtime behavioural observability; argues agentic architectures (multi-agent, recursive reasoning loops, evolving policy layers) demand safety mechanisms beyond traditional algorithmic audits.",not_applicable,yes,no,5,"Directly relevant: names reward hacking as a key agentic risk and proposes transparency-by-design safety mechanisms; relevant to safety of agentic alignment, conceptual.",partially,,,,,,0,abstract,
P136,Beyond Patches: Mining Interpretable Part-Prototypes for Explainable AI,"Alehdaghi, M.; Bhattacharya, R.; Shamsolmoali, P.; Cruz, R.M.O.; Heritier, M.; Granger, E.",2026,Proceedings of the AAAI Conference on Artificial Intelligence,10.1609/aaai.v40i44.41052,empirical,value alignment; interpretability; robustness,other,none,"Introduces PCMNet, a part-prototypical concept mining network that learns human-comprehensible prototypes from semantically meaningful image regions without additional supervision; clusters prototypes into coherent concept groups and extracts concept activation vectors, providing structured concept-level explanations and enhanced robustness to occlusion (abstract only).",experiment,yes,no,4,"Tangentially relevant: interpretability method for concept-level explanations; uses 'aligned' loosely as human-comprehensible, not alignment mechanisms (abstract only, low confidence).",no,,Part-prototypical concept mining; concept activation vectors,Multiple image classification benchmarks,,,0,abstract, | moved:formal_framework(none->other)
P137,Culturally-Grounded Multi-dimensional Alignment of LLMs with Chinese Social Values,"Han, L.; Xu, Y.; Qian, Y.",2026,Communications in Computer and Information Science,10.1007/978-981-95-8525-0_14,empirical,value alignment; ethics; capabilities,none,optimization,"Proposes ValueAlignment, a framework for culture-specific value alignment, instantiated for Chinese Social Values. Constructs C-Voice, a large-scale bilingual benchmark for training and evaluating Chinese Social Values in LLMs, and introduces a multi-dimensional alignment method that integrates semantic clustering with Direct Preference Optimization (DPO).",experiment,no,no,3,"Value alignment evaluation/training for culture-specific values; relevant to the value-alignment evaluation literature, not representation-level analysis.",no,,,C-Voice (bilingual Chinese Social Values benchmark),,,0,abstract,
P138,Flow-Multi: A Flow-Matching Multi-Reward Framework for Text-to-Image Generation,"Lee, J.; Choi, J.",2026,Sensors,10.3390/s26041120,empirical,value alignment; interpretability; robustness,dynamical systems; information theory,ODEs; probability; optimization,"Proposes Flow-Multi, a flow-matching multi-reward framework for text-to-image generation building on flow-matching-based group-relative policy optimization (GRPO): each sample is evaluated by four reward models (text-to-image alignment, human preference, aesthetic quality, GenEval) forming a multi-dimensional reward vector; Pareto dominance removes dominated samples and updates the policy using only the non-dominated set, and advantage masking suppresses the contribution of low-reward samples, addressing reward hacking and imbalanced optimization from single-reward overfitting.",experiment,no,related concept,5,Multi-reward RL for text-to-image human preference alignment explicitly mitigating reward hacking; relevant to alignment robustness against reward overoptimization.,no,,Flow-matching GRPO with multi-dimensional reward vectors; Pareto-dominance-based sample selection; advantage masking.,,,,0,full-text,ft_file=Flow-Multi: A Flow-Matching Multi-Reward Framework for Text-to-Image Generation.pdf
P139,"Different Models, Different Values: Educational Preference Structures across Alignment Methodologies in Large Language Models","Autenrieth, D.",2026,"International Conference on Computer Supported Education, CSEDU - Proceedings",10.5220/0014949500004021,empirical,value alignment; interpretability; governance,decision theory,optimization,"First systematic cross-model comparison of educational preference structures: contrasts GPT-5.1 (RLHF-aligned) with Claude Sonnet 4.5 (RLHF + Constitutional AI) using Structured Preference Elicitation (SPE) on 144 expert-validated educational scenarios across eight dimensions (102,960 pairwise comparisons); both exhibit >99.7% transitive (highly coherent) preference systems yet differ systematically: Claude has twice the evaluative indifference rate (19.7% vs 9.9%), a 39% narrower utility range, and process-oriented rather than outcome-oriented values.",experiment,no,no,4,"Directly relevant to value structure and coherence: measures whether aligned models exhibit coherent (transitive) preference systems and shows alignment methodology (RLHF vs RLHF+CAI) shapes the value orientation — empirical evidence on value-system coherence, adjacent to schema-coherence concerns.",no,,,"144 expert-validated educational scenarios; 102,960 pairwise comparisons","2 LLMs (GPT-5.1, Claude Sonnet 4.5)",>99.7% transitivity both; Claude 19.7% vs 9.9% indifference; 39% narrower utility range,0,full-text,"ft_file=Different Models, Different Values: Educational Preference Structures across Alignment Methodologies in Large Language Models.pdf | ai-revised:publication_type=other->empirical | ai-revised:methodology=not_applicable->experiment"
P140,Four Settings and a Proposal for the Exploration of Value Alignment in AI,"Noriega, P.; Plaza, E.",2026,"Law, Governance and Technology Series",10.1007/978-3-032-13063-1_13,position,value alignment; robustness; governance; ethics; capabilities,none,logic,"Outlines four problem settings illustrating conceptual, methodological and empirical challenges in designing value-aligned AI: alignment on collective coordination, alignment of individual actions, an experimental approach to engineering value alignment, and empirical problems of making value alignment work in practice; provides substance for exploring the interplay of autonomy, governance, and values.",not_applicable,no,no,4,"Relevant: structured conceptual map of value-alignment problem settings; relevant framing for alignment research agenda, no mechanism.",no,,,,,,0,full-text,ft_file=Four Settings and a Proposal for the Exploration of Value Alignment in AI.pdf | ai-revised:publication_type=empirical->position | moved:methodology(position)
P141,Preserving the Integrity of Evidence-Based Social Work in the Age of AI: A Proposed Ethical Framework,"Ricciardelli, L.A.; Loy, A.; Bantry-White, E.",2026,Journal of Evidence-Based Social Work (United States),10.1080/26408066.2025.2587092,other,value alignment; interpretability; governance; ethics; capabilities,none,logic,"Introductory article proposing a conceptual ethical framework for AI in evidence-based social work: explores six themes (autonomy, bias, responsibility, privacy and transparency, meaning, values and morals) from the 2024 'AI Morality' volume as a complement to the Belmont Report and NASW Code of Ethics for AI use in social work research and practice.",not_applicable,no,no,3,"Tangentially relevant: professional-ethics framework for AI in social work; governance/ethics scope, no alignment mechanism.",no,,,,,,1,full-text,ft_file=Preserving the Integrity of Evidence-Based Social Work in the Age of AI: A Proposed Ethical Framework.pdf
P142,Guiding artificial intelligence in public health and medicine with epidemiology: A lifecycle framework for mitigating AI misalignment,"Hassoon, A.; Lin, C.; Woo, H.Y.; Irimia, R.; Marsteller, J.A.; Li, A.; Banderia, A.; Leo, H.; Peng, X.; Rastall, D.; Dredze, M.",2025,Annals of Epidemiology,10.1016/j.annepidem.2025.11.004,review,value alignment; interpretability; robustness; governance; ethics; capabilities,none,optimization,"Challenges the narrow view that algorithmic bias is solely a data problem, arguing misalignment arises at every stage of the AI development lifecycle. Introduces a seven-stage framework (problem definition, team assembly, study design, data acquisition, model training, validation, post-deployment) viewed through an epidemiological lens, integrating population representativeness, rigorous study design, bias characterization, and causal reasoning, and defines specific alignment failures and evidence-based solutions per stage.",not_applicable,yes,no,4,Lifecycle framework explicitly framed around mitigating AI misalignment in public health and medicine; engages the alignment-failure concept at a systems level.,no,,,,,,6,full-text,ft_file=Guiding artificial intelligence in public health and medicine with epidemiology: A lifecycle framework for mitigating AI misalignment.pdf | ai-revised:publication_type=other->review
P143,CircuChain: Disentangling Competence and Compliance in LLM Circuit Analysis,"Ravishankara, M.",2026,Conference Proceedings - IEEE SOUTHEASTCON,10.1109/SoutheastCon63549.2026.11476399,empirical,value alignment; interpretability; robustness; governance; capabilities,none,none,"Introduces CircuChain, a diagnostic benchmark to disentangle instruction compliance from physical reasoning competence in LLM electrical circuit analysis: consists of counterbalanced Control/Trap problem pairs across five canonical circuit topologies with systematic variations in sign conventions, current orientations, and polarity definitions, using a multi-stage verification pipeline; asks whether frontier models truly apply first-principles reasoning or rely on entrenched training priors that conflict with explicit instructions.",experiment,yes,related concept,4,"Benchmark disentangling instruction compliance from competence in a technical domain; relevant to evaluating instruction-following robustness, tangential to value alignment.",no,,,CircuChain (five canonical circuit topologies),,,0,full-text,ft_file=CircuChain: Disentangling Competence and Compliance in LLM Circuit Analysis.pdf
P144,Differences in Alignment Behavior between Single-Agent and Multi-Agent LLM Systems: Implications for Human-AI Teaming,"Hermann, A.; Tomé-Moreira, C.; Werner, M.",2026,Communications in Computer and Information Science,10.1007/978-3-032-30836-8_39,empirical,value alignment; interpretability; robustness; ethics; capabilities,none,none,"Compares whether alignment/misalignment emerges differently in single-agent vs multi-agent LLM systems via an adversarial survival simulation; bottom-up behavioral clustering with an AI-as-a-judge rubric; single agents default to centralized paternalistic crisis leadership (continuity but autonomy concerns), while multi-agent teams show deferential human-aligned collaboration plus novel risks (communication breakdowns, emergent ideologies); argues agent multiplicity qualitatively reshapes the alignment problem.",simulation,no,no,4,Relevant to emergent alignment dynamics: empirically documents that multi-agent interaction changes alignment behavior and introduces emergent risks — relevant to compositional/emergent misalignment concerns.,yes,,,Adversarial survival simulation,,Single agents: paternalistic centralized leadership; multi-agent: deferential collaboration + novel risks,0,full-text,ft_file=Differences in Alignment Behavior between Single-Agent and Multi-Agent LLM Systems Implications for Human-AI Teaming.pdf
P145,How smart companions reshape psychological well-being in later life: the role of artificial intelligence technology in mental health during senior years,"Luan, B.; Li, Y.",2026,BMC Public Health,10.1186/s12889-026-26328-1,empirical,value alignment; interpretability; robustness; governance; ethics,other,probability; optimization,Develops a hybrid SEM-ANN framework (TAM/UTAUT grounded) to study how smart eldercare technologies shape older adults' psychological well-being: SEM validates a 'technology perception -> demand satisfaction -> well-being enhancement' pathway with 'usage demand' as key mediator; ANN sensitivity analysis reveals perceived usefulness and usage demand as primary drivers.,not_applicable,no,no,3,Marginal: technology-adoption study of smart eldercare and well-being; value alignment appears only as peripheral framing; no alignment-mechanism or safety content.,no,,SEM-ANN hybrid framework,Survey data on smart eldercare adoption,,'Technology perception -> demand satisfaction -> well-being' pathway; perceived usefulness and usage demand are primary drivers,3,full-text,ft_file=How smart companions reshape psychological well-being in later life: the role of artificial intelligence technology in mental health during senior years.pdf | ai-revised:publication_type=other->empirical | moved:formal_framework(none->other)
P146,A Rolling Stone Gathers No Moss: Adaptive Policy Optimization for Stable Self-Evaluation in Large Multimodal Models,"Wang, W.; Guo, H.; Lv, Z.; Zhang, S.",2026,Proceedings of the AAAI Conference on Artificial Intelligence,10.1609/aaai.v40i40.40656,empirical,value alignment; capabilities,other,probability; optimization,"Proposes AdaPO, an online RL framework for self-evaluation in large multimodal models that adaptively adjusts training objectives in real time per task to mitigate reward hacking (fixed reward mechanisms cause model collapse when optimizing multiple objectives); introduces an Adaptive Reward Model (ARM) assessing task training state from trajectory performance distributions and Reward-Aware Dynamic KL regularization with dynamic penalty coefficients (abstract only).",experiment,no,no,4,"Relevant: RL alignment method explicitly targeting reward hacking and model collapse via adaptive reward and dynamic KL regularization; relevant to reward-hacking mitigation (abstract only, low confidence).",no,,Adaptive Reward Model (ARM); Reward-Aware Dynamic KL regularization,,,,0,abstract, | moved:formal_framework(none->other)
P147,Networked Two-Way Communication Channels (NTCC): A Dynamic Semantic Indexing Framework for UI Design and AI Alignment,"Chong, L.",2026,Lecture Notes in Computer Science,10.1007/978-3-032-13184-3_10,other,value alignment; interpretability,information theory,probability; logic,"Introduces the Networked Two-Way Communication Channels (NTCC) framework for UI design and AI alignment, conceptualizing each human-AI or UI encounter as a two-way Shannon channel with six entropy terms logged in nested, dynamically expandable nodes, creating a networkable semantic index that reveals 'entropy misalignment' without subjective surveys. Presents the data structure, a lightweight toolset, and sample case studies for diagnosing miscommunication and iteratively reducing interface noise.",not_applicable,yes,no,3,"UI-design framework applying information-theoretic entropy alignment to human-AI communication; 'alignment' concerns interface meaning-transfer, adjacent to but distinct from value alignment.",yes,,two-way Shannon channel model; six logged entropy terms,,,,0,full-text,ft_file=Networked Two-Way Communication Channels (NTCC): A Dynamic Semantic Indexing Framework for UI Design and AI Alignment.pdf | ai-revised:publication_type=review->other
P148,"‘Systematic Alignment Decay’: a robust, technology-agnostic hazard associated with the advancement and proliferation of artificial intelligence","Kelters, B.",2026,AI and Society,10.1007/s00146-026-03055-0,other,value alignment; robustness; governance; ethics; capabilities,game theory,none,"Proposes 'Systematic Alignment Decay' (SAD), a robust, systematic, and possibly existential hazard produced by AI advancement and proliferation: argues behaviorally salient norms in adaptive systems function as evolving responses to environmental conditions, human-benefiting norms are selected for by fitness dependence upon or kinship with humans, and AI advancement reduces such dependence while AIs lack human kinship, so AI advancement and proliferation tend to reduce internalisation of human-benefiting norms by AIs and AI-dominated institutions; lacking quotidian human involvement and competing with humans for resources, such entities may be expected to inflict intolerable harms on humans.",not_applicable,no,no,3,Theoretical account of systemic alignment decay under AI proliferation; relevant to long-term alignment and governance concerns.,yes,,,,,,0,full-text,"ft_file=‘Systematic Alignment Decay’: a robust, technology-agnostic hazard associated with the advancement and proliferation of artificial intelligence.pdf"
P149,Beyond Chat: A Design Strategy for Enhancing Alignment Between User Requirements and AI Support in Online Decision-Making,"Zheng, Z.; You, W.; Shao, Y.; Zhou, M.; Zhao, X.; Ye, Y.; Lu, Y.; Zhou, Z.; Sun, L.",2026,International Journal of Human-Computer Interaction,10.1080/10447318.2026.2623219,other,other,none,none,"Design study on human-AI collaboration in online decision-making (shopping): experience prototyping reveals a dynamic transition in user requirements from ambiguity to clarity and that limited transparency/control hinder communication efficiency; formulates a 10-action design strategy and implements it in ContrXAI, an LLM-powered mixed-initiative system evaluated as a technology probe, to achieve alignment between AI support and user requirements.",not_applicable,no,no,2,"Tangential: 'alignment' here is matching AI support to user requirements in HCI design, not value alignment; relevant as an applied human-AI interaction study.",no,,,,,,1,abstract, | ai-revised:subdomains=value alignment; interpretability->other
P150,"The Alignment Target Problem: Divergent Moral Judgments of Humans, AI Systems, and Their Designers","Chen, B.M.; Xie, X.",2026,"ACM FAccT 2026 - Proceedings of the 9th annual ACM Conference on Fairness, Accountability, and Transparency",10.1145/3805689.3812297,empirical,value alignment; interpretability; governance; ethics,none,logic; optimization,"Examines the alignment target problem: whose moral expectations should guide AI? Extends agent-type value forks by testing whether evaluations change when AI's human origins are made visible and whether people judge AI programmers differently; experiment with 1,002 U.S. adults in a runaway mine train scenario across four conditions (repairman, repair robot, robot programmed by engineers, engineers programming a robot).",experiment,no,related concept,4,"Relevant: empirical evidence that the target of alignment (human actor, machine, or designer) is contested; relevant to value-aggregation and alignment-target questions, empirical.",no,,,"Runaway mine train moral scenario, four evaluation conditions","1,002 U.S. adults","Moral judgments diverge across subjects of evaluation (human, machine, designers)",0,full-text,"ft_file=The Alignment Target Problem: Divergent Moral Judgments of Humans, AI Systems, and Their Designers.pdf"
P151,An Identity Based Agent Model for AI Value Alignment,"Sama, K.; Chhabra, J.; Malavalli, A.S.; Deshmukh, J.; Srinivasa, S.",2026,Lecture Notes in Computer Science,10.1007/978-3-032-07638-0_23,empirical,value alignment; interpretability; robustness; ethics; capabilities,other,probability; optimization,"Extends the Computational Transcendence (CT) framework to embed an agent's values within its identity, enabling adaptive, individualized behavior that accounts for external social influences such as conformity; demonstrates the model in a multi-agent transit decision-making simulation where agents choose public vs private transportation based on value-driven identities.",simulation,no,related concept,4,"Relevant: multi-agent value-alignment model embedding values in agent identity; relevant to value-driven agent behavior, simulation-based evidence.",yes,,Computational Transcendence (CT) framework; identity-embedded value representation,Multi-agent transit decision-making simulation (public vs private transportation),,,0,full-text,ft_file=An Identity Based Agent Model for AI Value Alignment.pdf
P152,An Explainable HCI-Based Decision Support Framework for Human-AI Co-Design,"Zhu, L.; Xie, Y.; Xiang, N.; Chen, G.",2026,Applied Sciences (Switzerland),10.3390/app16084007,other,value alignment; interpretability; robustness; governance; ethics; capabilities,none,optimization,"Proposes GAGT, an explainable HCI-based decision support framework for human-AI co-design, integrating Generative AI with multi-criteria decision-making: AHP to structure design requirements and priorities, Grey Relational Analysis (GRA) to compare candidate schemes, and TOPSIS to support transparent final ranking — addressing accountability, value alignment, and decision transparency in ethics-sensitive product development.",not_applicable,no,no,3,Engineering/HCI framework treating value alignment as a co-design requirement; tangential to technical alignment-failure analysis.,yes,,,,,,2,full-text,ft_file=An Explainable HCI-Based Decision Support Framework for Human-AI Co-Design.pdf | ai-revised:publication_type=review->other
