id,title,authors,year,doi,arxiv_id,abstract,keywords,source_db,journal,url,decision,reason_code,notes,stage
P02_0118,Causal Interventional Prompt Tuning for Few-Shot Out-of-Distribution Generalization,J. Wen; Y. Liu; C. Huang; C. Liu; Y. Xu; X. Cao,2026,10.1109/tpami.2025.3621250,,"Fine-tuning pre-trained vision-language models (VLMs) has shown substantial benefits in a wide range of downstream tasks, often achieving impressive performance with minimal labeled data. Parameter-efficient fine-tuning techniques, in particular, have demonstrated their effectiveness in enhancing downstream task performance. However, these methods frequently struggle to generalize to out-of-distribution (OOD) data due to their reliance on non-causal representations, which can introduce biases and spurious correlations that negatively impact decision-making. Such spurious factors hinder the model’s generalization ability beyond the training distribution. To address these challenges, in this paper, we propose a novel causal intervention-based prompt tuning method to adapt VLMs to few-shot OOD generalization. Specifically, we leverage the front-door adjustment technique from causal inference to mitigate the effects of spurious correlations and enhance the model’s focus on causal relationships. Built upon VLMs, our approach begins by decoupling causal and non-causal representations in the vision-language alignment process. The causal representation that captures only essential semantically relevant information can serve as a mediator variable between the input image and output label, mitigating the biases from the latent confounder. To further enrich this causal representation, we propose a novel text-based diversity augmentation technique that uses textual features to provide additional semantic context. This augmentation technique can enhance the diversity of the causal representation, making it more robust and generalizable to various OOD scenarios. Experimental results across multiple OOD datasets demonstrate that our method significantly outperforms existing approaches, achieving state-of-the-art generalization performance.",Training; Adaptation models; Correlation; Feature extraction; Tuning; Birds; Visualization; Robustness; Image recognition; Data models; CLIP; Few-shot classification; Causal inference; Out-of-Distribution generalization,IEEE:part1,IEEE Transactions on Pattern Analysis and Machine Intelligence,,Exclude,E2,,title-excluded
P02_0119,Benchmarking Scalable Predictive Uncertainty in Text Classification,J. Van Landeghem; M. Blaschko; B. Anckaert; M. -F. Moens,2022,10.1109/access.2022.3168734,,"This paper explores the question of how predictive uncertainty methods perform in practice in Natural Language Processing, specifically multi-class and multi-label text classification. We conduct benchmarking experiments with 1-D convolutional neural networks and pre-trained transformers on six real-world text classification datasets in which we empirically investigate why popular scalable uncertainty estimation strategies (Monte-Carlo Dropout, Deep Ensemble) and notable extensions (Heteroscedastic, Concrete Dropout) underestimate uncertainty. We motivate that uncertainty estimation benefits from combining posterior approximation procedures, linking it to recent research on how ensembles and variational Bayesian methods navigate the loss landscape. We find that our proposed method combination of Deep Ensemble with Concrete Dropout, by analysis of in- domain calibration, cross-domain classification, and novel class robustness, demonstrates superior performance, even at a smaller ensemble size. Our results corroborate the importance of fine-tuning dropout rate to the text classification task at hand, which individually and as an ensemble impacts model robustness. We observe in ablation that pre-trained transformers severely underperform in novelty detection, limiting the applicability of transfer learning when distribution shift from novel classes can be expected.",Uncertainty; Benchmark testing; Estimation; Task analysis; Robustness; Predictive models; Deep learning; Bayesian deep learning; natural language processing; text classification; out-of-distribution detection; cross-domain classification,"IEEE:part1, Scopus:primary, WoS:primary",IEEE Access,,Exclude,E2,,title-excluded
P02_0120,A Robust Framework for Distributional Shift Detection Under Sample-Bias,B. Torpmann-Hagen; M. A. Riegler; P. Halvorsen; D. Johansen,2024,10.1109/access.2024.3393296,,"Deep Neural Networks have been shown to perform poorly or even fail altogether when deployed in real-world settings, despite exhibiting excellent performance on initial benchmarks. This typically occurs due to relative changes in the nature of the production data, often referred to as distributional shifts. In an attempt to increase the transparency, trustworthiness, and overall utility of deep learning systems, a growing body of work has been dedicated to developing distributional shift detectors. As part of our work, we investigate distributional shift detectors that utilize statistical tests of neural network-based representations of data. We show that these methods are prone to fail under sample-bias, which we argue is unavoidable in most practical machine learning systems. To mitigate this, we implement a novel distributional shift detection framework which explicitly accounts for sample-bias via a simple sample-selection procedure. In particular, we show that the effect of sample-bias can be significantly reduced by performing statistical tests against the most similar data in the training set, as opposed to the training set as a whole. We find that this improves the stability and accuracy of a variety of distributional shift detection methods on both covariate- and semantic-shifts, with improvements to balanced accuracy typically ranging between 0.1 and 0.2, and false-positive-rates often being eliminated altogether under bias.",Training; Data models; Training data; Detectors; Deep learning; System performance; Distributed databases; Deep learning; Neural networks; Detection algorithms; Deep learning; system support; neural networks; distributional shift; OOD detection; sample bias; statistical tests,IEEE:part1,IEEE Access,,Exclude,E2,,title-excluded
P02_0121,Uniform Priors for Data-Efficient Learning,S. Sinha; K. Roth; A. Goyal; M. Ghassemi; Z. Akata; H. Larochelle; A. Garg,2022,10.1109/cvprw56347.2022.00447,,"Few or zero-shot adaptation to novel tasks is important for the scalability and deployment of machine learning models. It is therefore crucial to find properties that encourage more transferable features in deep networks for generalization. In this paper, we show that models that learn uniformly distributed features from the training data, are able to perform better transfer learning at test-time. Motivated by this, we evaluate our method: uniformity regularization (UR) on its ability to facilitate adaptation to unseen tasks and data on six distinct domains: Few-Learning with Images, Few-shot Learning with Language, Deep Metric Learning, 0-Shot Domain Adaptation, Out-of-Distribution classification, and Neural Radiance Fields. Across all experiments, we show that using UR, we are able to learn robust vision systems which consistently offer benefits over baselines trained without uniformity regularization and are able to achieve state-of-the-art performance in Deep Metric Learning, Few-shot learning with images and language.",Measurement; Training; Deep learning; Adaptation models; Scalability; Machine vision; Transfer learning,IEEE:part1,2022 IEEE/CVF Conference on Computer Vision and Pattern Recognition Workshops (CVPRW),,Exclude,E2,,title-excluded
P02_0122,Adaptive Aggregation of Monte Carlo Augmented Decomposed Filters for Efficient Group-Equivariant Convolutional Neural Network,W. Zhao; B. D. Wichtmann; S. Albert; A. Maurer; F. G. Zöllner; J. W. Hesser,2026,10.1109/tpami.2026.3672711,,"Group-equivariant convolutional neural networks (G-CNN) heavily rely on parameter sharing to increase CNN’s data efficiency and performance. However, the parameter-sharing strategy greatly increases the computational burden for each added parameter, which hampers its application to deep neural network models. In this paper, we address these problems by proposing a non-parameter-sharing approach for group equivariant neural networks. The proposed methods adaptively aggregate a diverse range of filters by a weighted sum of stochastically augmented decomposed filters. We give theoretical proof about how the group equivariance can be achieved by our methods. Our method applies to both continuous and discrete groups, where the augmentation is implemented using Monte Carlo sampling and bootstrap resampling, respectively. Our methods also serve as an efficient extension of standard CNN. The experiments show that our method outperforms parameter-sharing group equivariant networks and enhances the performance of standard CNNs in image classification and denoising tasks, by using suitable filter bases to build efficient lightweight networks.",Transforms; Convolution; Convolutional neural networks; Filters; Standards; Monte Carlo methods; Medical diagnostic imaging; Deep learning; Translation; Kernel; Group equivariance; non-parameter-sharing; convolutional neural network; Monte Carlo sampling; filter decomposition,IEEE:part1,IEEE Transactions on Pattern Analysis and Machine Intelligence,,Exclude,E2,,title-excluded
P02_0123,Unmasking Deepfake Images: A Comprehensive Review of Manipulation and Detection,J. Singh; D. Kumar; J. P. Singh,2026,10.23919/indiacom70271.2026.11526022,,"The unprecedented advancement of generative AI has led to Deepfake images that are increasingly realistic and perilous. Modern GANs, autoencoders, and diffusion models can make human faces, change identities, and change expressions with a level of accuracy that has never been seen before. Their arrival has permanently damaged trust in digital images and put biometric authentication systems to the test. This study thoroughly examines image-based Deepfakes, emphasising their four principal manipulation axes and the ramifications they present for forensic analysis. It suggests a single taxonomy of detection methods that includes classical machine learning, deep neural networks, GAN-inspired methods, Vision Transformers (ViT), and strong hybrid architectures. To add to this, the main datasets and metrics that make up current benchmarking are put together. A critical review of recent advances reveals a raft of open issues: dataset bias, vulnerability to adversarial attacks, lack of cross-domain generalization, and the rapidly evolving nature of generative models. Finally, the paper points out some promising ways that Deepfake detectors could be made stronger, easier to understand, and more useful in the future. In this way, it gives a timely reason to move forward with the science of digital image forensics.",Deepfakes; Modeling; Signal detection; Generative adversarial networks; Printing; Accuracy; Faces; Detectors; Architecture; Computer architecture; Deepfake Forensics; Image Manipulation Detection; GANs; Diffusion Models; ViT-based Detection; Hybrid Architectures,IEEE:part1,2026 13th International Conference on Computing for Sustainable Global Development (INDIACom),,Exclude,E2,,title-excluded
P02_0124,Handling Out-of-Distribution Data: A Survey,L. Tamang; M. R. Bouadjenek; R. Dazeley; S. Aryal,2025,10.1109/tkde.2025.3592614,,"In the field of Machine Learning (ML) and data-driven applications, one of the significant challenge is the change in data distribution between the training and deployment stages, commonly known as distribution shift. This paper outlines different mechanisms for handling two main types of distribution shifts: (i) Covariate shift: where the value of features or covariates change between train and test data, and (ii) Concept/Semantic-shift: where model experiences shift in the concept learned during training due to emergence of novel classes in the test phase. We sum up our contributions in three folds. First, we formalize distribution shifts, recite on how the conventional method fails to handle them adequately and urge for a model that can simultaneously perform better in all types of distribution shifts. Second, we discuss why handling distribution shifts is important and provide an extensive review of the methods and techniques that have been developed to detect, measure, and mitigate the effects of these shifts. Third, we discuss the current state of distribution shift handling mechanisms and propose future research directions in this area. Overall, we provide a retrospective synopsis of the literature in the distribution shift, focusing on OOD data that had been overlooked in the existing surveys.",Training; Data models; Testing; Semantics; Training data; Surveys; Risk minimization; Focusing; Probability distribution; Predictive models; Concept shift; covariate shift; data distribution shift; out-of-distribution,IEEE:part1,IEEE Transactions on Knowledge and Data Engineering,,Uncertain,,,abstract
P02_0125,Cross-domain Fine-Tuned Wav2Vec 2.0 model with Bidirectional GRU for Audio Deepfake Detection,B. B. Sharma; A. Selwal; T. Gupta,2026,10.1109/ecai69016.2026.11613791,,"Audio deepfake detection has become a critical challenge as recent advancements in text-to-speech and voice conversion technologies increasingly threaten the integrity of voice-based biometric systems. Existing countermeasure systems often struggle to generalize beyond the controlled conditions of their training data, exhibiting poor performance when exposed to real-world channel distortions, codec compression, and unseen synthesis methods. In this paper, we propose a progressive multi-phase hybrid framework for audio spoof detection that systematically evolves from handcrafted spectral features towards self-supervised learning representations. Our proposed framework/ architecture combines a task adaptive fine-tuned Wav2Vec 2.0 Base encoder as a front-end feature extractor with a two-layer Bidirectional Gated Recurrent Unit (BiGRU) as a sequence-level back-end classifier, trained on the ASVspoof 2019 Logical Access (2019 LA) dataset. The proposed system achieves an Equal Error Rate (EER) of 0.84% and a minimum tandem Detection Cost Function (min t-DCF) of 0.0069 on the ASVspoof 2019 LA evaluation set, demonstrating competitive in-domain performance. The cross-dataset evaluations on ASVspoof 2021 LA (2021 LA), ASVspoof 2021 Deepfake (2021 DF), the In-The- Wild dataset (ITW), and the Fake-or-Real (FoR) datasets reveal systematic generalization challenges under telephony channel conditions, codec-compressed audio, and physically re-recorded speech, with EERs ranging from 9.56% to 29.16%. Moreover, attack-wise analysis across thirteen spoofing systems confirms strong detection of neural vocoder and waveform concatenation attacks, while highlighting the sensitivity of the model to unseen acoustic channel conditions. These findings motivate future work on cross-domain robust training strategies and multi-condition augmentation for real-world deployment of voice anti-spoofing systems.",Modeling; Signal detection; Speech; Training; Deepfakes; Equations; Printing; Tuning; Tagging; Recording; deepfakes; audio deepfake detection; deep learning; self-supervised learning; anti-spoofing countermeasures; cross-domain generalization,IEEE:part1,"2026 18th International Conference on Electronics, Computers and Artificial Intelligence (ECAI)",,Exclude,E2,,title-excluded
P02_0126,The Many Faces of Robustness: A Critical Analysis of Out-of-Distribution Generalization,D. Hendrycks; S. Basart; N. Mu; S. Kadavath; F. Wang; E. Dorundo; R. Desai; T. Zhu; S. Parajuli; M. Guo; D. Song; J. Steinhardt; J. Gilmer,2021,10.1109/iccv48922.2021.00823,,"We introduce four new real-world distribution shift datasets consisting of changes in image style, image blurriness, geographic location, camera operation, and more. With our new datasets, we take stock of previously proposed methods for improving out-of-distribution robustness and put them to the test. We find that using larger models and artificial data augmentations can improve robustness on real-world distribution shifts, contrary to claims in prior work. We find improvements in artificial robustness benchmarks can transfer to real-world distribution shifts, contrary to claims in prior work. Motivated by our observation that data augmentations can help with real-world distribution shifts, we also introduce a new data augmentation method which advances the state-of-the-art and outperforms models pre-trained with 1000× more labeled data. Overall we find that some methods consistently help with distribution shifts in texture and local image statistics, but these methods do not help with some other distribution shifts like geographic changes. Our results show that future research must study multiple distribution shifts simultaneously, as we demonstrate that no evaluated method consistently improves robustness.",Degradation; Computer vision; Computational modeling; Benchmark testing; Gain measurement; Market research; Robustness; Transfer/Low-shot/Semi/Unsupervised Learning; Recognition and classification,IEEE:part1,2021 IEEE/CVF International Conference on Computer Vision (ICCV),,Uncertain,,,abstract
P02_0127,Canopy to Canopy: Evaluating Model Generalization in 3D Tropical Forest Semantic Segmentation,B. R. Y. Sim; S. H. Lee; C. S. Choo; Y. P. Loh,2025,10.1109/apsipaasc65261.2025.11249085,,"Accurate 3D forest semantic segmentation from LiDAR data is fundamental for crucial applications such as biomass estimation and ecological analysis. However, robust performance remains challenging due to inherent forest diversity. The FORInstance dataset offers a large-scale benchmark with diverse UAV LiDAR scans from five forest environments. However, there is a notable lack of research assessing how well models trained on FOR-Instance generalize to complex and highly diverse tropical forest environments. As state-of-the-art models in this domain are primarily built upon PointNet-based architectures, this study evaluates the semantic segmentation performance and transferability of three foundational models: PointNet, PointNet++ (SSG), and PointNet++ (MSG). Our results reveal a catastrophic failure across all models when transferred to the unseen tropical Sarawak Forest dataset, highlighting the severe domain shift. Furthermore, models that perform the best in in-distribution (IID) scenarios exhibit significantly degraded performance under out-of-distribution (OOD) conditions, highlighting the need for architectures that better balance generalization and discriminative power. Despite ongoing advances in deep learning, the lack of ecologically diverse training data particularly from tropical forests remains a major bottleneck. This study underscores the pressing need for benchmark datasets that span a broader range of forest types to support the development of more generalizable and robust models for real-world 3D forest analysis.",Deep learning; Solid modeling; Analytical models; Three-dimensional displays; Laser radar; Biological system modeling; Semantic segmentation; Training data; Forestry; Benchmark testing,IEEE:part1,2025 Asia Pacific Signal and Information Processing Association Annual Summit and Conference (APSIPA ASC),,Exclude,E2,,title-excluded
P02_0128,A System-Level Analysis of Cross-Domain Generalization Failure in Audio Deepfake Detection,S. Oyucu; B. Arslan; S. Sagiroglu,2026,10.1109/access.2026.3716180,,"Audio deepfake detectors often report high accuracy on individual benchmarks, yet their reliability under domain shift remains largely untested. This study presents a system-level analysis of cross-domain generalization failure, evaluating five hybrid architectures (CNN–LSTM, TCN, TCN–LSTM, Conformer, and TCM-Conformer) across four feature extractors (MFCC, Wav2Vec 2.0, HuBERT, and HeAR) and four distinct acoustic domains: ASVspoof 2019 (LA), ASVspoof 2021 (DF), the DEEP-VOICE dataset (RVC-based voice conversion), and the In-the-Wild corpus representing real-world deployment conditions. Across 320 cross-domain train–test configurations, severe and consistent degradation is observed: while models achieve up to 99.98% accuracy under in-domain evaluation, performance collapses to near-chance or below-chance levels under domain shift. The most extreme failure occurs when MFCC-based models trained on In-the-Wild are evaluated on protocol-based benchmarks, with accuracy collapsing to as low as 5.55% (TCN–LSTM architecture), representing a complete functional inversion of the detection logic. Substantial degradation is also observed within benchmark families: Wav2Vec-based models trained on ASVspoof 2021 and evaluated on ASVspoof 2019 lose up to 18.5 percentage points despite the two datasets sharing the same protocol structure. Critically, the observed degradation is architecture-invariant in direction: all five evaluated architectures exhibit consistent collapse patterns across all four feature extractors, confirming that neither increased model complexity nor attention-based design is sufficient to address domain gaps; however, the severity of collapse differs markedly across feature extractors, with MFCC exhibiting the most extreme degradation under real-world training conditions and HeAR retaining substantially higher cross-domain accuracy under the same transfer conditions. Computational efficiency analysis further confirms that the evaluated architectures are suitable for practical deployment, with mean inference latencies ranging from 0.001 to 0.052 ms per sample and throughput ranging from approximately 27,000 to 361,000 samples per second depending on the feature extractor, with MFCC-based configurations exceeding 100,000 samples per second and self-supervised and health-acoustic extractors achieving approximately 27,000 to 43,000 samples per second. These findings demonstrate that high in-domain accuracy does not translate to deployment reliability and that single-dataset evaluation provides little evidence of real-world robustness without explicit cross-domain validation and adaptation mechanisms.",Modeling; Training; Testing; Architecture; Computer architecture; Signal detection; Accuracy; Auditory system; Long short term memory; Deepfakes; Audio deepfake detection; cross-domain evaluation; domain shift; generalization; robustness; transfer learning; MFCC; Wav2Vec; HuBERT; HeAR; ASVspoof; in-the-wild; conformer; TCM-conformer; computational efficiency; deployment-oriented assessment,IEEE:part1,IEEE Access,,Uncertain,,,abstract
P02_0129,Robust Fine-Tuning of Vision-Language Models for Domain Generalization,K. Vogt-Lowell; N. Lee; T. Tsiligkaridis; M. Vaillant,2023,10.1109/hpec58863.2023.10363450,,"Transfer learning enables the sharing of common knowledge among models for a variety of downstream tasks, but traditional methods suffer in limited training data settings and produce narrow models incapable of effectively generalizing under distribution shifts. Foundation models have recently demonstrated impressive zero-shot inference capabilities and robustness under distribution shifts. However, zero-shot evaluation for these models has been predominantly confined to benchmarks with simple distribution shifts, limiting our understanding of their effectiveness under the more realistic shifts found in practice. Moreover, common fine-tuning methods for these models have yet to be evaluated against vision models in few-shot scenarios where training data is limited. To address these gaps, we present a new recipe for few-shot fine-tuning of the popular vision-language foundation model CLIP and evaluate its performance on challenging benchmark datasets with realistic distribution shifts from the WILDS collection. Our experimentation demonstrates that, while zero-shot CLIP fails to match performance of trained vision models on more complex benchmarks, few-shot CLIP fine-tuning outperforms its vision-only counterparts in terms of in-distribution and out-of-distribution accuracy at all levels of training data availability. This provides a strong incentive for adoption of foundation models within few-shot learning applications operating with real-world data.",Adaptation models; Limiting; Computational modeling; Transfer learning; Training data; Benchmark testing; Data models; foundation model; vision-language model; CLIP; fine-tuning; distribution shift; out-of-distribution robustness,IEEE:part1,2023 IEEE High Performance Extreme Computing Conference (HPEC),,Exclude,E2,,title-excluded
P02_0130,Improving Transferability in Image Classification through Refinement of Discriminative Features,H. Kim; S. Yoo; B. G. Kang; S. Lee; J. Lee; S. Yoon,2026,10.1109/tai.2025.3624711,,"Transfer learning utilizes pretrained models with rich feature representations to enhance performance on downstream tasks. However, this raises a critical question: Are all learned features equally advantageous for transfer? Our observations reveal that numerous features acquired during pretraining can be nondiscriminative for downstream classification tasks and can even obstruct their transferability by dominating truly discriminative cues during prediction. To address this issue, we propose a novel approach that prioritizes discriminative features using discriminative anchors—class-representative embeddings refined to enhance discriminative power in the downstream domain. We initialize these anchors using classifier weight vectors obtained after linear probing, which naturally encode class boundaries within the pretrained feature space. Subsequently, we iteratively refine the discriminative anchors by explicitly aggregating features toward their corresponding anchors, progressively amplifying task-relevant, discriminative patterns within the data. We demonstrate the effectiveness of our approach, class-aligned refinement of discriminative anchors (CARA), across challenging scenarios prone to overfitting to nondiscriminative features: fine-grained image classification, limited data regimes, and out-of-distribution (OOD) generalization. In fine-grained tasks, CARA achieves an average improvement of 8.87%, while in data-scarce settings, it yields over a 40% performance gain. Furthermore, CARA exhibits strong robustness in OOD settings, with less than half the accuracy drop compared to existing methods.",Atmospheric modeling; Artificial intelligence; Transfer learning; Predictive models; Aircraft; Training; Image classification; Feature extraction; Computational modeling; Accuracy; Discriminability; fine-tuning (FT); generalization; image classification; out-of-distribution (OOD); regularization; transfer learning,IEEE:part1,IEEE Transactions on Artificial Intelligence,,Exclude,E2,,title-excluded
P02_0131,Extending Earth Mover's Distance to Occluded Face Verification,P. Vidal; H. Chu; B. Biesseck; R. Granada; G. Führ; D. Menotti,2023,10.1109/sibgrapi59091.2023.10347147,,"Facial recognition is one of the most used biometric clues to identify and verify individuals regarding access to secure facilities or devices, for law enforcement purposes, or to locate missing persons. This is due to its non-intrusive nature and high distinguishable power for identity authentication. Deep learning systems have been shown to be the go-to choice to extract distinguishable features from faces. However, a common real world scenario challenge occurs when occlusions (eg. sunglasses, masked, scarf) in the input to such systems decrease their overall performance. To address this issue, the scientific community proposed approaches and competitions, resulting in different solutions to this problem. We focus on extending the Earth Mover's Distance (EMD) to the occluded face recognition prob-lem by evaluating its potential with state-of-the-art backbones on verification tasks by using the OCFR-2022 benchmark. We confirm the applicability of fusing the cosine similarity and EMD distance scores to enhance conservative decision-making process. We draw this conclusion by considering lowering the False Match Rate operation points on verification set.",Measurement; Earth; Law enforcement; Face recognition; Decision making; Authentication; Feature extraction,IEEE:part1,"2023 36th SIBGRAPI Conference on Graphics, Patterns and Images (SIBGRAPI)",,Exclude,E2,,title-excluded
P02_0132,Robusto-1 Dataset: Comparing Humans and VLMs on Real Out-Of-Distribution Autonomous Driving VQA from Peru,D. Cusipuma; D. Ortega; V. Flores-Benites; A. Deza,2025,10.1109/cvprw67362.2025.00367,,"As multimodal foundational models start being deployed experimentally in Self-Driving cars, a reasonable question we ask ourselves is how similar to humans do these systems respond in certain driving situations - especially those that are out-of-distribution? To study this, we create the Robusto-1 dataset that uses dashcam video data from Peru, a country with one of the “worst” (aggressive) drivers in the world, a high traffic index, and a high ratio of bizarre to non-bizarre street objects likely never seen in training. In particular, to preliminarly test at a cognitive level how well Foundational Visual-Language Models (VLMs) compare to Humans in Driving, we move away from bounding boxes, segmentation maps, occupancy maps or trajectory estimation to multi-modal Visual Question Answering (VQA) comparing both humans and machines through a popular method in systems neuroscience known as Representational Similarity Analysis (RSA). Depending on the type of questions we ask and the answers these systems give, we will show in what cases do VLMs and Humans converge or diverge allowing us to probe on their cognitive alignment. We find that the degree of alignment varies significantly depending on the type of questions asked to each type of system (Humans vs VLMs), highlighting a gap in their alignment.",Training; Visualization; Estimation; Systems neuroscience; Question answering (information retrieval); Trajectory; Pattern recognition; Indexes; Probes; Videos; vlms; neuroai; representational similarity analysis; autonomous driving,IEEE:part1,2025 IEEE/CVF Conference on Computer Vision and Pattern Recognition Workshops (CVPRW),,Exclude,E2,,abstract
P02_0133,Understanding Hessian Alignment for Domain Generalization,S. Hemati; G. Zhang; A. Estiri; X. Chen,2023,10.1109/iccv51070.2023.01742,,"Out-of-distribution (OOD) generalization is a critical ability for deep learning models in many real-world scenarios including healthcare and autonomous vehicles. Recently, different techniques have been proposed to improve OOD generalization. Among these methods, gradient-based regularizers have shown promising performance compared with other competitors. Despite this success, our understanding of the role of Hessian and gradient alignment in domain generalization is still limited. To address this shortcoming, we analyze the role of the classifier’s head Hessian matrix and gradient in domain generalization using recent OOD theory of transferability. Theoretically, we show that spectral norm between the classifier’s head Hessian matrices across domains is an upper bound of the transfer measure, a notion of distance between target and source domains. Furthermore, we analyze all the attributes that get aligned when we encourage similarity between Hessians and gradients. Our analysis explains the success of many regularizers like CORAL, IRM, V-REx, Fish, IGA, and Fishr as they regularize part of the classifier’s head Hessian and/or gradient. Finally, we propose two simple yet effective methods to match the classifier’s head Hessians and gradients in an efficient way, based on the Hessian Gradient Product (HGP) and Hutchinson’s method (Hutchinson), and without directly calculating Hessians. We validate the OOD generalization ability of proposed methods in different scenarios, including transferability, severe correlation shift, label shift and diversity shift. Our results show that Hessian alignment methods achieve promising performance on various OOD benchmarks. The code is available here.",Deep learning; Computer vision; Correlation; Upper bound; Codes; Estimation; Medical services,"IEEE:part1, Scopus:safety, WoS:safety",2023 IEEE/CVF International Conference on Computer Vision (ICCV),,Exclude,E2,,title-excluded
P02_0134,PIETRA: Physics-Informed Evidential Learning for Traversing Out-of-Distribution Terrain,X. Cai; J. Queeney; T. Xu; A. Datar; C. Pan; M. Miller; A. Flather; P. R. Osteen; N. Roy; X. Xiao; J. P. How,2025,10.1109/lra.2025.3527285,,"Self-supervised learning is a powerful approach for developing traversability models for off-road navigation, but these models often struggle with inputs unseen during training. Existing methods utilize techniques like evidential deep learning to quantify model uncertainty, helping to identify and avoid out-of-distribution terrain. However, always avoiding out-of-distribution terrain can be overly conservative, e.g., when novel terrain can be effectively analyzed using a physics-based model. To overcome this challenge, we introduce Physics-Informed Evidential Traversability (PIETRA), a self-supervised learning framework that integrates physics priors directly into the mathematical formulation of evidential neural networks and introduces physics knowledge implicitly through an uncertainty-aware, physics-informed training loss. Our evidential network seamlessly transitions between learned and physics-based predictions for out-of-distribution inputs. Additionally, the physics-informed loss regularizes the learned model, ensuring better alignment with the physics model. Extensive simulations and hardware experiments demonstrate that PIETRA improves both learning accuracy and navigation performance in environments with significant distribution shifts.",Physics; Navigation; Data models; Training; Uncertainty; Robots; Planning; Analytical models; Predictive models; Mathematical models; Machine learning for robot control; motion and path planning,"IEEE:part1, Scopus:safety, WoS:safety",IEEE Robotics and Automation Letters,,Exclude,E2,,title-excluded
P02_0135,Towards Open-World Human Action Segmentation Using Graph Convolutional Networks,H. Xing; K. Z. Boey; G. Cheng,2025,10.1109/iros60139.2025.11247257,,"Current methods for human-object interaction segmentation excel in closed-world settings but struggle to generalize to open-world scenarios where novel actions emerge. Since collecting exhaustive training data for all possible dynamic human activities is impractical, a model capable of detecting and segmenting novel, out-of-distribution (OOD) actions without manual annotation is needed. To address this, we formally define the open-world action segmentation problem and propose a novel framework featuring three key components: 1) an Enhanced Pyramid Graph Convolutional Network with a new decoder for robust spatiotemporal upsampling, 2) hybrid-based training synthesizing OOD data to eliminate reliance on manual labels, and 3) a temporal clustering loss that groups in-distribution actions while distancing OOD samplesWe evaluate our framework on two challenging human-object interaction recognition datasets: Bimanual Actions and Two Hands and Object datasets. Experimental results demonstrate significant improvements over state-of-the-art action segmentation models across multiple open-set evaluation metrics, achieving 16.9% and 34.6% relative gains in open-set segmentation (F1@50) and out-of-distribution detection performances (AUROC), respectively. Additionally, we conduct an in-depth ablation study to assess the impact of each proposed component, identifying the optimal framework configuration for open-world action segmentation.",Training; Technological innovation; Uncertainty; Graph convolutional networks; Training data; Manuals; Robustness; Open wireless architecture; Spatiotemporal phenomena; Labeling,IEEE:part1,2025 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),,Exclude,E2,,title-excluded
P02_0136,Defeating Multimodal Information Manipulation By A Web 3.0 Decentralized Identity (DID)-Based Accountability Framework,X. Wang; H. Qiu; J. Shen; W. Chen; A. Choi; W. Zhao,2025,10.1109/aiiot65859.2025.11105270,,"Multimodal information manipulation such as deep-fake videos, AI-generated text, has become a critical threat in the digital age. While deep learning-based detection models have shown promise, they suffer from generalization failures when faced with out-of-distribution samples. This paper proposes a paradigm shift: instead of relying solely on detection, we leverage Web 3.0 Decentralized Identifiers (DIDs) to enforce accountability across the entire information dissemination chain, from content creators to Internet Service Providers (ISPs), platforms, and end-users. By binding each actor to a cryptographically verifiable identity, our framework ensures traceability, tamper-proof provenance, and economic disincentives for malicious behavior. We detail the architecture, enforcement mechanisms, and advantages over traditional methods, demonstrating how DID-based systems can mitigate manipulation proactively rather than reactively.",Semantic Web; Deepfakes; Protocols; Prevention and mitigation; Scalability; Web and internet services; Information age; Internet of Things; Interoperability; Lenses; Multimodal manipulation; Deepfake detection; Generalization failure; Decentralized Identifiers (DIDs); Cryptographic verification; Tamper-proof provenance; Proactive mitigation,"IEEE:part1, Scopus:primary, WoS:primary",2025 IEEE World AI IoT Congress (AIIoT),,Uncertain,,,abstract
P02_0137,Safety-Aware Uncertainty Estimation and Risk-Boundary Inference for Lightweight Drivable-Area Segmentation,Z. Tan,2026,10.1109/icaace69793.2026.11508718,,"Reliable perception is critical for downstream motion planning, yet most drivable-area segmentation systems output deterministic masks that may become overconfident and unsafe under adverse conditions (e.g., fog, blur, glare, and sensor noise). This paper presents a lightweight, safety-aware perception framework that augments segmentation with uncertainty maps and a risk-aware boundary output. Built upon an efficient encoder-decoder backbone, we instantiate epistemic uncertainty via Monte Carlo dropout and deep ensembles, and further improve probabilistic reliability through post-hoc temperature scaling. We derive pixel-wise predictive entropy and mutual information to localize uncertain regions, then construct conservative risk boundaries by uncertainty thresholding followed by morphological erosion, producing safety-oriented drivable masks suitable for constraint-aware planning. Experiments on a controlled synthetic benchmark with multiple corruption types and multiple random seeds show that uncertainty-aware inference substantially reduces OOD performance degradation compared with deterministic baselines, while calibration consistently improves expected calibration error without sacrificing segmentation accuracy. Qualitative results confirm that uncertainty concentrates around ambiguous boundaries and occlusions, and the proposed risk-boundary mechanism effectively suppresses high-risk areas to yield more conservative and interpretable outputs.",Uncertainty; Modeling; Equations; Safety; Calibration; Pixel; Training; Printing; Entropy; Timing; drivable-area segmentation; uncertainty estimation; Monte Carlo dropout; calibration; risk-aware boundary,IEEE:part1,2026 9th International Conference on Advanced Algorithms and Control Engineering (ICAACE),,Exclude,E2,,abstract
