study_id,id,title,authors,year,doi,arxiv_id,relevance_score,pdf_status,download_url,source_db
P222,P01_0651,A Survey on Quality Metrics for Text-to-Image Generation,"Hartwig, S.; Engel, D.; Sick, L.; Kniesel, H.; Payer, T.; Poonam, P.; Glöckler, M.; Bäuerle, A.; Ropinski, T.",2025,10.1109/TVCG.2025.3585077,,3,paywalled,https://doi.org/10.1109/TVCG.2025.3585077,
P228,P01_0664,Generative AI-Enhanced Chatbot Design for Constructionist Gaming,"Byun, G.; Moon, J.; Sun, C.; Ghooreian, A.",2025,10.1007/978-3-031-74138-8_34,,3,paywalled,https://doi.org/10.1007/978-3-031-74138-8_34,
P235,P01_0673,Beyond Face Value: Visual and Auditory Signals in Human and Machine Trust Judgments,"Tyulina, N.; Yu, Y.; Emmanouil, T.A.; Levitan, S.I.",2025,10.1145/3719160.3737630,,3,paywalled,https://doi.org/10.1145/3719160.3737630,
P240,P01_0683,LLM Security Alignment Framework Design Based on Personal Preference,"Sun, Z.; Zhao, R.",2025,10.1145/3708394.3708396,,3,paywalled,https://doi.org/10.1145/3708394.3708396,
P241,P01_0686,Alignment Divergence Metrics: Measuring Human-AI Concordance in Document Content Analysis,"Niu, C.; Sadeghi, S.; Del Rio-Guerra, M.S.; Bradley, K.; Ammari, M.E.; Hernandez, A.E.",2025,10.1109/CAI64502.2025.00214,,3,paywalled,https://doi.org/10.1109/CAI64502.2025.00214,
P242,P01_0687,User Experience Design Professionals' Perceptions of Generative Artificial Intelligence,"Li, J.; Cao, H.; Lin, L.; Hou, Y.; Zhu, R.; Ali, A.E.",2024,10.1145/3613904.3642114,,3,oa-link-failed,https://doi.org/10.1145/3613904.3642114,
P246,P01_0692,Large Language Model-Powered Automated Assessment: A Systematic Review,"Emirtekin, E.",2025,10.3390/app15105683,,3,oa-link-failed,https://doi.org/10.3390/app15105683,
P247,P01_0693,The challenges of artificial intelligence application in the medical field and Confucian responses,"Zhang, X.; Zhang, Y.; Sui, S.",2025,10.12026/j.issn.1001-8565.2025.09.04,,3,paywalled,https://doi.org/10.12026/j.issn.1001-8565.2025.09.04,
P250,P01_0698,MAJD: Intent-Aware Multi-Agent Framework for Jailbreak Defense,"Xie, J.; Wang, Z.; He, J.; Jiao, W.; Dang, P.; Zhou, Y.; Zhang, W.; Fan, M.",2025,10.1109/APSEC66846.2025.00086,,3,paywalled,https://doi.org/10.1109/APSEC66846.2025.00086,
P254,P01_0707,The neglect of qualia and consciousness in AI alignment research,"Ziesche, S.; Yampolskiy, R.V.",2025,10.1201/9781003565659-11,,3,paywalled,https://doi.org/10.1201/9781003565659-11,
P259,P01_0714,When AI “possesses” personality: Roles of good and evil personalities influence moral judgment in large language models,"Jiao, L.; Li, C.-J.; Chen, Z.; Xu, H.; Xu, Y.",2025,10.3724/SP.J.1041.2025.0929,,3,oa-link-failed,https://doi.org/10.3724/SP.J.1041.2025.0929,
P262,P01_0720,"When LLM Agents Disagree, Do Humans Mirror? Behavioral Comparisons on Moral Dilemmas","Deng, H.; Wang, S.; Wang, R.; Wei, X.; Wei, C.; Liu, Q.",2025,10.1109/MIND67540.2025.11351781,,3,paywalled,https://doi.org/10.1109/MIND67540.2025.11351781,
P263,P01_0721,Bringing AI participation down to scale,"Moats, D.; Ganguly, C.",2025,10.1016/j.patter.2025.101241,,3,oa-link-failed,https://doi.org/10.1016/j.patter.2025.101241,
P266,P01_0727,Comparing and Evaluating Human and Computationally Derived Representations of Non-Semantic Design Information,"Kwon, E.; Goucher-Lambert, K.",2024,10.1115/1.4063567,,3,oa-link-failed,https://doi.org/10.1115/1.4063567,
P269,P01_0733,From Pixels to Concepts: How AI Interprets Visual Concepts in Social Media Videos? A Case Study of Mental Health YouTube Shorts,"Liu, J.L.; Su, Y.; Seth, P.",2025,10.1002/pra2.1267,,3,paywalled,https://doi.org/10.1002/pra2.1267,
P278,P01_0747,User-Feedback-based On Device AI Alignment System for AR HUDs in Automotive Applications,"Kim, S.; Ahn, S.",2025,10.1109/ISMAR-Adjunct68609.2025.00220,,3,paywalled,https://doi.org/10.1109/ISMAR-Adjunct68609.2025.00220,
P282,P01_0756,Enhancing Fine-Tuning LLM Evaluation: A Study on Calibration and Metrics for Industry-Specific AI Alignment,"Stavarache, L.L.",2025,10.1109/CAI64502.2025.00217,,3,paywalled,https://doi.org/10.1109/CAI64502.2025.00217,
P289,P01_0773,Towards an End-to-End Personal Fine-Tuning Framework for AI Value Alignment,"Watson, E.; Viana, T.; Zhang, S.; Sturgeon, B.; Petersson, L.",2024,10.3390/electronics13204044,,3,oa-link-failed,https://doi.org/10.3390/electronics13204044,
P300,P01_0800,A DIKWP white-box semantic distributed learning approach for resource-constrained edge devices in web environments,"Mei, Y.; Duan, Y.; Wu, K.; Li, Y.",2025,10.1108/IJWIS-06-2025-0142,,3,paywalled,https://doi.org/10.1108/IJWIS-06-2025-0142,
P304,P01_0804,Synthesizing Images on Perceptual Boundaries of ANNs for Uncovering Human Perceptual Variability on Facial Expressions,"Deng, H.; Zhang, C.; Wei, C.; Liu, Q.",2025,10.1109/IJCNN64981.2025.11229045,,3,paywalled,https://doi.org/10.1109/IJCNN64981.2025.11229045,
P314,P01_0820,Towards a Distributed Platform for Normative Reasoning and Value Alignment in Multi-agent Systems,"Garcia-Bohigues, M.; Cordova, C.; Taverner, J.; Palanca, J.; del Val, E.; Argente, E.",2024,10.1007/978-3-031-58202-8_14,,3,paywalled,https://doi.org/10.1007/978-3-031-58202-8_14,
P315,P01_0821,CROSS-ARCHITECTURE UNIVERSAL FEATURE CODING VIA DISTRIBUTION ALIGNMENT,"Gao, C.; Liu, S.; Wu, F.; Lin, W.",2025,10.1109/ICIPW68931.2025.11386173,,3,paywalled,https://doi.org/10.1109/ICIPW68931.2025.11386173,
P319,P01_0826,"Position: Prospective of Autonomous Driving - Multimodal LLMs, World Models, Embodied Intelligence, AI Alignment, and Mamba","Ma, Y.; Ye, W.; Cui, C.; Zhang, H.; Xing, S.; Ke, F.; Wang, J.; Miao, C.; Chen, J.; Rezatofighi, H.; Li, Z.; Zheng, G.; Zheng, C.; He, T.; Chandraker, M.; Yaman, B.; Ye, X.; Zhao, H.; Cao, X.",2025,10.1109/WACVW65960.2025.00114,,3,paywalled,https://doi.org/10.1109/WACVW65960.2025.00114,
P323,P01_0836,Explanation Alignment: Quantifying the Correctness of Model Reasoning at Scale,"Bang, H.; Boggust, A.; Satyanarayan, A.",2025,10.1007/978-3-031-92648-8_18,,3,paywalled,https://doi.org/10.1007/978-3-031-92648-8_18,
P325,P01_0839,Using Human-Aware AI as a Framework to Achieve Intent Alignment,"Sreedharan, S.",2025,10.1109/CAI64502.2025.00211,,3,paywalled,https://doi.org/10.1109/CAI64502.2025.00211,
P328,P01_0843,Autonomous Weapons Systems and the ai Alignment Problem,"Hartridge, S.; Walker-Munro, B.",2025,10.1163/18781527-bja10107,,3,oa-link-failed,https://doi.org/10.1163/18781527-bja10107,
P329,P01_0844,Computational Frameworks for Human Care,"Christian, B.",2025,10.1162/daed_a_02131,,3,oa-link-failed,https://doi.org/10.1162/daed_a_02131,
P331,P01_0847,"Human-Aligned GAI Driven by Conceptual Knowledge: System, Framework, and Co-creation","Wang, J.; Liu, F.; Chang, R.",2024,10.1007/978-3-031-60606-9_27,,3,paywalled,https://doi.org/10.1007/978-3-031-60606-9_27,
P332,P01_0852,Advancing Safe Language Generation: Exploring Alternative Constrained RLHF,"Meng, F.; Bai, Z.; Wang, Y.; Huo, J.; Wang, B.; Yang, X.; Gao, Y.",2025,10.1109/ICME59968.2025.11208943,,3,paywalled,https://doi.org/10.1109/ICME59968.2025.11208943,
P333,P01_0853,MOCHA: Model Optimization through Collaborative Human-AI Alignment,"Gebreegziabher, S.; Glassman, E.L.; Li, T.J.-J.",2024,10.1145/3672539.3686760,,3,paywalled,https://doi.org/10.1145/3672539.3686760,
P338,P01_0863,Emotion regulation and cheap talk as signaling strategies: Evidence from crowdfunding for Ukraine,"Fischmann, A.; Xu, L.Z.",2024,10.1016/j.tele.2023.102086,,3,paywalled,https://doi.org/10.1016/j.tele.2023.102086,
P339,P01_0865,Data Science Roadmapping for AI Alignment: Insights From a Multivocal Literature Review and a Retrospective Case Study,"Kayabay, K.; Gokalp, M.O.; Kilinc, A.; Gokalp, E.; Daim, T.",2025,10.1109/TEM.2025.3615542,,3,paywalled,https://doi.org/10.1109/TEM.2025.3615542,
P341,P01_0871,A Note on “Philosophical Investigations into AI Alignment: A Wittgensteinean Framework” by J.A. Pérez-Escobar and D. Sarikaya,"Bangu, S.",2024,10.1007/s13347-024-00783-3,,3,paywalled,https://doi.org/10.1007/s13347-024-00783-3,
P358,P01_0907,Identical Human Preference Alignment Paradigm for Text-to-Image Models,"Sun, H.; Xia, B.; Zhao, Y.; Chang, Y.; Wang, X.",2025,10.1109/ICASSP49660.2025.10888645,,3,paywalled,https://doi.org/10.1109/ICASSP49660.2025.10888645,
P360,P01_0912,ValueCSV: Evaluating Core Socialist Values Understanding in Large Language Models,"Xu, Y.; Hu, L.; Qiu, Z.",2025,10.1007/978-981-97-9440-9_27,,3,paywalled,https://doi.org/10.1007/978-981-97-9440-9_27,
P362,P01_0917,A Roadmap for Alignable Algorithmic Decision-Makers in the Medical Triage Domain,"Hu, B.; Chan, D.; Sorensen, T.; Chen, X.; Ji, H.; Choi, Y.; Darrell, T.; Basharat, A.",2025,10.1109/CAI64502.2025.00203,,3,paywalled,https://doi.org/10.1109/CAI64502.2025.00203,
P365,P01_0923,Trust in Aligned AI Decision Makers,"McVay, J.; Visser, E.J.D.; Pippin, B.; Mani, A.; Hyde, J.N.; Kman, N.",2025,10.1109/CAI64502.2025.00202,,3,paywalled,https://doi.org/10.1109/CAI64502.2025.00202,
P369,P01_0928,Potential for near-term AI risks to evolve into existential threats in healthcare,"Subasri, V.; Baghbanzadeh, N.; Celi, L.A.; Seyyed-Kalantari, L.",2025,10.1136/BMJHCI-2024-101130,,3,oa-link-failed,https://doi.org/10.1136/BMJHCI-2024-101130,
P370,P01_0929,Are We Aligned? A Preliminary Investigation of the Alignment of Responsible AI Values between LLMs and Human Judgment,"Yamani, A.; Baslyman, M.; Ahmed, M.",2025,10.1109/AIware69974.2025.00022,,3,paywalled,https://doi.org/10.1109/AIware69974.2025.00022,
P373,P01_0933,Immune: Improving Safety Against Jailbreaks in Multi-modal LLMs via Inference-Time Alignment,"Ghosal, S.S.; Chakraborty, S.; Singh, V.; Guan, T.; Wang, M.; Beirami, A.; Huang, F.; Velasquez, A.; Manocha, D.; Singh Bedi, A.",2025,10.1109/CVPR52734.2025.02331,,3,paywalled,https://doi.org/10.1109/CVPR52734.2025.02331,
P378,P01_0941,Enhancing Control of Large Language Model-based AI Systems Through Declarative Memory,"Omri, S.; Abdelkader, M.; Hamdi, M.",2025,10.1109/IWCMC65282.2025.11059638,,3,paywalled,https://doi.org/10.1109/IWCMC65282.2025.11059638,
P383,P01_0955,The AI Alignment Paradox,"West, R.; Aydin, R.",2025,10.1145/3705294,,3,paywalled,https://doi.org/10.1145/3705294,
P385,P01_0959,Ethical Logic in Six Large Language Models,"Neuman, W.R.; Coleman, C.; Shah, M.; Dasdan, A.",2025,10.1109/CAI64502.2025.00052,,3,paywalled,https://doi.org/10.1109/CAI64502.2025.00052,
P389,P01_0966,"Predictive hermeneutics: bias, culture, and the predictive mind","Devereaux, J.",2025,10.1007/s11097-025-10126-y,,3,paywalled,https://doi.org/10.1007/s11097-025-10126-y,
P398,P01_0980,Sycophancy in Large Language Models: Causes and Mitigations,"Malmqvist, L.",2025,10.1007/978-3-031-92611-2_5,,3,paywalled,https://doi.org/10.1007/978-3-031-92611-2_5,
P408,P01_1004,Integrating Generative AI into Your Development Workflow,"Chauhan, D.; Bahad, P.; Rangwala, Z.; Jain, R.",2025,10.1515/9783111677798-009,,3,paywalled,https://doi.org/10.1515/9783111677798-009,
P412,P01_1013,Bidirectional Human-AI Alignment: Emerging Challenges and Opportunities,"Shen, H.; Knearem, T.; Ghosh, R.; Liu, M.X.; Monroy-Hernández, A.; Wu, T.; Yang, D.; Huang, Y.; Mitra, T.; Li, Y.; Hearst, M.",2025,10.1145/3706599.3716291,,3,paywalled,https://doi.org/10.1145/3706599.3716291,
P414,P01_1016,Aligning Technology with Human Values: The Measurement Problem,"Peterson, M.",2025,10.1007/s13347-025-00944-y,,3,paywalled,https://doi.org/10.1007/s13347-025-00944-y,
P419,P01_1023,Contextual Value Alignment,"Dognin, P.; Rios, J.; Luss, R.; Sattigeri, P.; Liu, M.; Padhi, I.; Riemer, M.; Nagireddy, M.; Varshney, K.; Bouneffouf, D.",2025,10.1109/ICASSP49660.2025.10890426,,3,paywalled,https://doi.org/10.1109/ICASSP49660.2025.10890426,
P421,P01_1027,A First Look at AI Trends in Value-Aligned Software Engineering Publications: Human-LLM Insights,"Mougouei, D.; Azarnik, A.; Fahmideh, M.; Mougouei, E.; Dam, H.K.; Khan, A.A.; Rafi, S.; Khan, J.A.; Ahmad, A.",2025,10.1109/ICSE-SEIS66351.2025.00014,,3,oa-link-failed,https://doi.org/10.1109/ICSE-SEIS66351.2025.00014,
P422,P01_1028,Federated Fine-Tuning of Large Language Models for Intelligent Automotive Systems with Low-Rank Adaptation,"Chen, J.; Messou, F.J.A.; Zhang, S.; Liu, T.; Yu, K.; Niyato, D.",2025,10.1109/VTC2025-Spring65109.2025.11174441,,3,paywalled,https://doi.org/10.1109/VTC2025-Spring65109.2025.11174441,
P423,P01_1029,Estimating Belief Updates in AI-Driven Drone Controls for Urban Search and Rescue Operations,"Sun, B.; Wu, J.; You, H.; Du, J.",2025,10.1061/JCEMD4.COENG-15747,,3,paywalled,https://doi.org/10.1061/JCEMD4.COENG-15747,
P425,P01_1033,AI Assurance Needs a Systems Engineering Approach,"Bloomfield, R.; Rushby, J.",2025,10.1109/ISSREW67781.2025.00065,,3,paywalled,https://doi.org/10.1109/ISSREW67781.2025.00065,
P428,P01_1047,Prosocial behavior in Large Language Models: Value alignment and affective mechanisms,"Liu, H.; Lei, Y.; Wu, Z.",2025,10.1007/s11431-025-2977-0,,3,paywalled,https://doi.org/10.1007/s11431-025-2977-0,
P430,P01_1049,Towards realistic evaluation of cultural value alignment in large language models: Diversity enhancement for survey response simulation,"Liu, H.; Cao, Y.; Wu, X.; Qiu, C.; Gu, J.; Liu, M.; Hershcovich, D.",2025,10.1016/j.ipm.2025.104099,,3,paywalled,https://doi.org/10.1016/j.ipm.2025.104099,
P435,P01_1064,A tyrannical societal something: Drawing lessons for twenty-first-century ‘privacy-protecting’ technology from long nineteenth-century literature,"Edmond, J.; Yakupova, V.; Ketzan, E.",2024,10.1177/03080188241258422,,3,paywalled,https://doi.org/10.1177/03080188241258422,
P436,P01_1066,Robot learning in the era of foundation models: a survey,"Xiao, X.; Liu, J.; Wang, Z.; Zhou, Y.; Qi, Y.; Jiang, S.; He, B.; Cheng, Q.",2025,10.1016/j.neucom.2025.129963,,3,paywalled,https://doi.org/10.1016/j.neucom.2025.129963,
P437,P01_1068,Conclusion—Walking the Path of Spiritual Leadership,"Fourboul, C.V.",2025,10.4324/9781003640912-43,,3,paywalled,https://doi.org/10.4324/9781003640912-43,
P438,P01_1069,"Large Language Models in Human Subject Research, and the Presence of Idiosyncratic Human Behaviors","Demetis, D.; Robertson, J.; Flostrand, A.; Ferreira, C.; Watson, R.T.; McCarthy, I.; Kietzmann, J.; Pitt, L.; Dabirian, A.",2025,10.1109/MITP.2025.3633473,,3,oa-link-failed,https://doi.org/10.1109/MITP.2025.3633473,
P441,P01_1075,Context Sensitive Frames and AI Alignment,"Peterson, J.",2025,10.1109/CAI64502.2025.00218,,3,paywalled,https://doi.org/10.1109/CAI64502.2025.00218,
P443,P01_1078,Decision-Maker Alignment: Benchmark Datasets,"Sen, A.; Weber, R.O.; Rauch, C.B.; Mainali, M.; Turner, J.T.; Meyer, J.; Floyd, M.W.; Molineaux, M.",2025,10.1109/CAI64502.2025.00212,,3,paywalled,https://doi.org/10.1109/CAI64502.2025.00212,
P444,P01_1083,Inferring Human Fairness Judgments with Large Language Models in Human-Robot Interaction Scenarios,"Claure, H.; Moosa, A.; Vázquez, M.",2025,10.1109/RO-MAN63969.2025.11217730,,3,paywalled,https://doi.org/10.1109/RO-MAN63969.2025.11217730,
P447,P01_1094,AI should embody our values: Investigating journalistic values to inform AI technology design,"Komatsu, T.; Lopez, M.G.; Makri, S.; Porlezza, C.; Cooper, G.; MacFarlane, A.; Missaoui, S.",2020,10.1145/3419249.3420105,,3,paywalled,https://doi.org/10.1145/3419249.3420105,
P450,P01_1099,Trustworthy Knowledge Graph Completion Based on Multi-sourced Noisy Data,"Huang, J.; Zhao, Y.; Hu, W.; Ning, Z.; Chen, Q.; Qiu, X.; Huo, C.; Ren, W.",2022,10.1145/3485447.3511938,,3,paywalled,https://doi.org/10.1145/3485447.3511938,
P452,P01_1109,Better Understanding of Humans for Cooperative AI through Clustering,"Su, E.; Raffe, W.; Mathieson, L.; Wang, Y.",2024,10.1109/CoG60054.2024.10645647,,3,oa-link-failed,https://doi.org/10.1109/CoG60054.2024.10645647,
P462,P01_1135,Using decision theory and value alignment to integrate analogue and digital AI,"Prasad, M.",2022,10.1201/9780429446726-7,,3,paywalled,https://doi.org/10.1201/9780429446726-7,
P466,P01_1142,Intentional Biases in LLM Responses,"Badyal, N.; Jacoby, D.; Coady, Y.",2023,10.1109/UEMCON59035.2023.10316060,,3,paywalled,https://doi.org/10.1109/UEMCON59035.2023.10316060,
P470,P01_1147,Ethical Reward Machine,"Ciupa, J.; Belle, V.",2024,10.1007/978-3-031-71167-1_10,,3,paywalled,https://doi.org/10.1007/978-3-031-71167-1_10,
P471,P01_1153,Can the predictive processing model of the mind ameliorate the value-alignment problem?,"Ratoff, W.",2021,10.1007/s10676-021-09611-0,,3,paywalled,https://doi.org/10.1007/s10676-021-09611-0,
P477,P01_1170,"Norms, Rewards, and the Intentional Stance: Comparing Machine Learning Approaches to Ethical Training","Kasenberg, D.; Arnold, T.; Scheutz, M.",2018,10.1145/3278721.3278774,,3,paywalled,https://doi.org/10.1145/3278721.3278774,
P485,P01_1181,Transformers discover an elementary calculation system exploiting local attention and grid-like problem representation,"Cognolato, S.; Testolin, A.",2022,10.1109/IJCNN55064.2022.9892619,,3,oa-link-failed,https://doi.org/10.1109/IJCNN55064.2022.9892619,
P486,P01_1185,Society Protect: Developing A Voting Mechanism for Blockchain-based AI Alignment,"Neulinger, A.; Sparer, L.; Roshanaei, M.; Ramljak, D.",2024,10.1109/BCCA62388.2024.10844386,,3,paywalled,https://doi.org/10.1109/BCCA62388.2024.10844386,
P488,P01_1187,Rethinking Depth Metaphors with a Cosmocentric Self: The “Steep” and the “Level” in Akha Emotional Practices,"Tooker, D.E.",2019,10.1111/etho.12248,,3,paywalled,https://doi.org/10.1111/etho.12248,
P494,P01_1196,Domesticating Artificial Intelligence,"Müller, L.",2022,10.1515/mopp-2020-0054,,3,oa-link-failed,https://doi.org/10.1515/mopp-2020-0054,
P495,P01_1197,TAUCHI-GPT: Leveraging GPT-4 to Create a Multimodal Open-Source Research AI Tool,"Farooq, A.; Kangas, J.; Raisamo, R.",2023,10.54941/ahfe1004176,,3,paywalled,https://doi.org/10.54941/ahfe1004176,
P497,P01_1200,Validating metrics for reward alignment in human-autonomy teaming,"Sanneman, L.; Shah, J.A.",2023,10.1016/j.chb.2023.107809,,3,paywalled,https://doi.org/10.1016/j.chb.2023.107809,
P504,P01_1229,Practical Ethical Issues for Artificial Intelligence in Education,"Córdova, P.R.; Vicari, R.M.",2022,10.1007/978-3-031-22918-3_34,,3,paywalled,https://doi.org/10.1007/978-3-031-22918-3_34,
P509,P01_1239,Bimodal Affective Computing Interface for Emerging Artificial Intelligence Paradigms,"Gonsher, I.; Phelps, J.; Yan, S.; Yang, X.",2024,10.54941/ahfe1005363,,3,paywalled,https://doi.org/10.54941/ahfe1005363,
P510,P01_1243,Error-correction for ai safety,"Aliman, N.-M.; Elands, P.; Hürst, W.; Kester, L.; Thórisson, K.R.; Werkhoven, P.; Yampolskiy, R.; Ziesche, S.",2020,10.1007/978-3-030-52152-3_2,,3,paywalled,https://doi.org/10.1007/978-3-030-52152-3_2,
P512,P01_1245,Training for Implicit Norms in Deep Reinforcement Learning Agents through Adversarial Multi-Objective Reward Optimization,"Peschl, M.",2021,10.1145/3461702.3462473,,3,paywalled,https://doi.org/10.1145/3461702.3462473,
P513,P01_1249,"Ethical learning, natural and artificial","Railton, P.",2020,10.1093/oso/9780190905033.003.0002,,3,paywalled,https://doi.org/10.1093/oso/9780190905033.003.0002,
P516,P01_1255,Social choice ethics in artificial intelligence,"Baum, S.D.",2020,10.1007/s00146-017-0760-1,,3,paywalled,https://doi.org/10.1007/s00146-017-0760-1,
P522,P01_1268,Wuli-Shili-Renli-Jili System Approach and Its Application in Large Model Value Alignment,"Qi, J.; Jia, K.; Zhang, Y.; Feng, X.; Yan, H.",2024,10.1109/QRS-C63300.2024.00069,,3,paywalled,https://doi.org/10.1109/QRS-C63300.2024.00069,
P524,P01_1272,Beneficial AGI: Care and Collaboration Are All You Need,"Goertzel, Z.A.",2024,10.1007/978-3-031-65572-2_9,,3,paywalled,https://doi.org/10.1007/978-3-031-65572-2_9,
P532,P01_1291,Perspective-Dependent Value Alignment of Norms,"Montes, N.; Osman, N.; Sierra, C.",2024,10.1007/978-3-031-58202-8_4,,3,paywalled,https://doi.org/10.1007/978-3-031-58202-8_4,
P534,P01_1294,Examining the differential risk from high-level artificial intelligence and the question of control,"Kilian, K.A.; Ventura, C.J.; Bailey, M.M.",2023,10.1016/j.futures.2023.103182,,3,paywalled,https://doi.org/10.1016/j.futures.2023.103182,
P536,P01_1301,Exploiting Moral Values to Choose the Right Norms,"Serramia, M.; Lopez-Sanchez, M.; Rodriguez-Aguilar, J.A.; Morales, J.; Wooldridge, M.; Ansotegui, C.",2018,10.1145/3278721.3278735,,3,paywalled,https://doi.org/10.1145/3278721.3278735,
P538,P01_1303,AI Alignment Dialogues: An Interactive Approach to AI Alignment in Support Agents,"Chen, P.-Y.",2022,10.1145/3514094.3539531,,3,paywalled,https://doi.org/10.1145/3514094.3539531,
P540,P01_1306,Unpacking the Ethical Value Alignment in Big Models,"Yi, X.; Xie, X.",2023,10.7544/issn1000-1239.202330553,,3,paywalled,https://doi.org/10.7544/issn1000-1239.202330553,
P542,P01_1308,Invited Talk: The Coming AI Hackers,"Schneier, B.",2021,10.1007/978-3-030-78086-9_26,,3,paywalled,https://doi.org/10.1007/978-3-030-78086-9_26,
P548,P01_1318,Training Value-Aligned Reinforcement Learning Agents Using a Normative Prior,"Al Nahian, M.S.; Frazier, S.; Riedl, M.; Harrison, B.",2024,10.1109/TAI.2024.3363122,,3,paywalled,https://doi.org/10.1109/TAI.2024.3363122,
P555,P01_1328,AI VALUE ALIGNMENT AND SOCIOLOGY OF MORALITY,"Deviatko, I.F.",2023,10.31857/S013216250027775-5,,3,paywalled,https://doi.org/10.31857/S013216250027775-5,
P558,P01_1333,Exploiting Value System Structure for Value-Aligned Decision-Making,"Karanik, M.; Billhardt, H.; Fernández, A.; Ossowski, S.",2024,10.1007/978-3-031-58202-8_11,,3,paywalled,https://doi.org/10.1007/978-3-031-58202-8_11,
P560,P01_1336,Protecting Human Investors with Blockchain-based Circuit Breakers,"Sparer, L.; Neulinger, A.",2024,10.1109/BCCA62388.2024.10844408,,3,paywalled,https://doi.org/10.1109/BCCA62388.2024.10844408,
P562,P01_1342,"A survey of the potential long-Term impacts of ai: How ai could lead to long-Term changes in science, cooperation, power, epistemics and values","Clarke, S.; Whittlestone, J.",2022,10.1145/3514094.3534131,,3,oa-link-failed,https://doi.org/10.1145/3514094.3534131,
P564,P01_1349,Human-in-the-Loop Ethical AI for Care Robots and Confucian Virtue Ethics,"Liu, J.L.",2022,10.1007/978-3-031-24670-8_59,,3,paywalled,https://doi.org/10.1007/978-3-031-24670-8_59,
P567,P01_1356,Do We Need to Understand Social Robots to Grant Them Rights?,"Gerdes, A.",2020,10.3233/FAIA200960,,3,paywalled,https://doi.org/10.3233/FAIA200960,
P568,P01_1359,Less Hallucination and More Factuality: Human Values Alignment in Text Summarization,"Qiu, Z.; Xu, Y.",2024,10.1007/978-981-97-9671-7_14,,3,paywalled,https://doi.org/10.1007/978-981-97-9671-7_14,
P569,P01_1363,A Cautionary Tale About AI-Generated Goal Suggestions,"Lieder, F.; Chen, P.-Z.; Stojcheski, J.; Consul, S.; Pammer-Schindler, V.",2022,10.1145/3543758.3547539,,3,oa-link-failed,https://doi.org/10.1145/3543758.3547539,
P575,P01_1372,Survey on multi-agent reinforcement learning methods from the perspective of population,"Xiang, F.; Luo, J.; Gu, X.; Su, J.; Zhang, W.",2023,10.11959/j.issn.2096-6652.202326,,3,oa-link-failed,https://doi.org/10.11959/j.issn.2096-6652.202326,
P587,P01_1391,Defense methods against multi-language and multi-intent LLM attacks,"Fan, S.; Yang, Y.; Huang, W.; Ma, K.; Liu, Y.; Zheng, Y.",2024,10.1117/12.3051624,,3,paywalled,https://doi.org/10.1117/12.3051624,
P588,P01_1394,Aligning Crowd-sourced Human Feedback for Code Generation with Bayesian Inference,"Wong, M.F.; Tan, C.W.",2024,10.1109/CAI59869.2024.00037,,3,paywalled,https://doi.org/10.1109/CAI59869.2024.00037,
P592,P01_1409,Relationship Between Trust in the Artificial Intelligence Creator and Trust in Artificial Intelligence Systems: The Crucial Role of Artificial Intelligence Alignment and Steerability,"Saffarizadeh, K.; Keil, M.; Maruping, L.",2024,10.1080/07421222.2024.2376382,,3,paywalled,https://doi.org/10.1080/07421222.2024.2376382,
P596,P01_1420,Nicolas de Condorcet and the first intelligence explosion hypothesis,"Prasad, M.",2019,10.1609/aimag.v40i1.2855,,3,oa-link-failed,https://doi.org/10.1609/aimag.v40i1.2855,
P597,P01_1421,Decoding Human Prediction Errors for Human-Robot Value Alignment,"Xu, X.; Lee, S.W.",2024,10.1109/BCI60775.2024.10480520,,3,paywalled,https://doi.org/10.1109/BCI60775.2024.10480520,
P598,P01_1423,A Bidirectional Value Alignment Method Based on Behavior Trees,"Jin, H.; Li, J.; Li, F.; Chang, Y.; Tian, T.; Wu, Y.",2023,10.1109/ICUS58632.2023.10318404,,3,paywalled,https://doi.org/10.1109/ICUS58632.2023.10318404,
P599,P01_1426,Spatio-Temporal Graph Analytics on Secondary Affect Data for Improving Trustworthy Emotional AI,"Uddin, M.T.; Yin, L.; Canavan, S.",2024,10.1109/TAFFC.2023.3296695,,3,paywalled,https://doi.org/10.1109/TAFFC.2023.3296695,
P602,P01_1436,A Proposal for Artificial Moral Pedagogical Agents,"Córdova, P.R.; Vicari, R.M.; Brusius, C.; Coelho, H.",2021,10.1007/978-3-030-72657-7_38,,3,paywalled,https://doi.org/10.1007/978-3-030-72657-7_38,
P609,P01_1451,Towards Blockchain-based AI Alignment Using a Proof of Personhood Consensus Mechanism,"Neulinger, A.; Sparer, L.",2024,10.1109/BCCA62388.2024.10844393,,3,paywalled,https://doi.org/10.1109/BCCA62388.2024.10844393,
P617,P01_1466,Mitigating Bias in Reinforcement Learning from Human Feedback for Large Language Models,"Ravulu, C.; Sarabu, R.; Suryadevara, M.; Gummadi, V.; Kidiyur, M.D.",2024,10.1109/AIxDKE63520.2024.00019,,3,paywalled,https://doi.org/10.1109/AIxDKE63520.2024.00019,
P619,P01_1484,Superintelligence as superethical,"Petersen, S.",2017,10.1093/oso/9780190652951.003.0021,,3,oa-link-failed,https://doi.org/10.1093/oso/9780190652951.003.0021,
P627,P01_1588,The Prospect of a Humanitarian Artificial Intelligence: Agency and Value Alignment,"Morales, D",2023,10.1111/japp.12677,,3,paywalled,https://doi.org/10.1111/japp.12677,
